lambda,phi,x,y,z,r_mean,r_std
-121.95208458374356,42.83,-2474.193379924433,-3966.9152660697014,4333.886868685114,0.8176194746775252,0.17007073421025595
-111.21838715117245,44.0,-1659.7067548366213,-4274.909901628012,4428.447111676108,0.7990726240190454,0.17883970679539846
-115.51405811808581,-15.97,-2639.9436152399808,-5531.263819469553,-1753.9792666336625,0.6049340005930588,0.18971256116332627
-124.04378012739065,55.6,-2016.3062829134192,-2984.3755128565176,5260.098551524132,0.48737091317495396,0.07104129083324
-95.67679240539664,-35.01,-516.4891741603908,-5195.848520127754,-3657.461153431618,0.9392414460579489,0.2300756732912766
-120.56150496490105,42.77,-2379.502689332018,-4029.6960040311415,4328.988573160842,0.30976158377755914,0.023564261388124074
-106.17947393520706,28.24,-1564.9390443646646,-5393.767188527703,3016.432711562611,0.35601628574982436,0.019252621560996597
-117.1739289656328,5.41,-2898.4501314224713,-5646.091825299016,601.0481976918978,0.1702762272895898,0.21419025976828074
-106.85781540457343,7.02,-1834.8760782220065,-6055.313194444114,779.1257246167951,0.5290950726202699,0.08372880234324111
-105.69865175594545,-2.9,-1722.7244036798243,-6129.340913392604,-322.52999298904734,0.5277332422786218,0.2030318498628024
-109.67537170769167,-53.79,-1267.9795863990357,-3546.1318467655287,-5143.7147757074,0.27580243149580785,0.008251821720721763
-116.05841470920505,-21.73,-2601.452657173005,-5319.995493534221,-2360.2366451826592,0.9247692718057532,0.12372684011601312
-110.07419199802926,-8.71,-2162.8989885957662,-5918.658617037054,-965.3875595347381,0.4970323570757451,0.1510761173813905
-115.03382344027108,43.01,-1972.5798659470317,-4223.699632190177,4348.5532179676675,0.5128622399959223,0.18832135825824176
-105.27677980566273,-26.73,-1500.199236358541,-5492.549538379507,-2867.3902454455547,0.8745936962820203,0.1692067985061183
-115.48261773459171,-5.94,-2728.0360784900845,-5723.91486981442,-659.7292759714437,0.1922718135326148,0.008073431144174125
-112.01863758383503,38.16,-1879.2605002795376,-4646.980309571771,3938.8550334508814,0.7545324640698876,0.16234320866422636
-110.57138052957758,-34.19,-1852.8880641334397,-4937.015175006923,-3582.3612301864814,0.41133044992599244,0.08783081946254924
-110.62502126334608,1.9,-2244.3616766903897,-5963.119218400451,211.36426222685503,0.660932074309175,0.2749965808588946
-98.53545518869949,-13.41,-920.3890174681007,-6132.505204552722,-1478.4752188176467,0.08839423832854898,0.2652862312920062
-115.47069617156161,-13.04,-2670.8676843639864,-5606.968763811852,-1438.3991428871025,0.027630703950088487,0.14282175608152894
-103.26353283948112,-4.12,-1458.838346534517,-6188.9124427742645,-458.0157795909713,0.5637205969641785,0.047665315321319436
-119.25293196247297,57.41,-1677.9449377569795,-2995.8266688993135,5371.233411030224,0.6851153564701657,0.10691503377460353
-106.22707592013138,32.65,-1499.9580015707227,-5153.7974365144,3439.3492083389206,0.9268424108340816,0.12507059159734432
-96.07393762406453,-47.9,-452.23626259044454,-4249.976390987118,-4730.095986219554,0.18516036420828896,0.06433023702952212
-109.74103322998504,-44.06,-1547.3728028350386,-4311.911899206426,-4433.2469119741645,0.8727631183810021,0.07664645544838174
-121.37751457297522,45.98,-2306.6133438182387,-3782.176157603459,4584.245128150934,0.45523434859897827,0.18163016787908365
-90.85757441653084,-56.84,-52.189573250369314,-3486.6000239202745,-5336.808177332504,0.27286165810840934,0.2699286159917087
-117.33397857838017,-11.32,-2870.303785104147,-5553.029129558569,-1251.338750095592,0.06101612513253818,0.13223372205869804
-99.096968025844,-7.56,-999.163319265778,-6240.099497947774,-838.722789213301,0.9667746846478266,0.07570728203822168
-110.61118207858806,32.73,-1887.84563845478,-5019.557203101969,3446.8404851623754,0.8604958607413655,0.035382915540953165
-93.21287603949776,-48.7,-235.81364639868173,-4200.897243814962,-4789.308851084884,0.39640533395029054,0.0796979285176282
-118.13073712587727,23.54,-2755.5857897240217,-5154.096954374662,2546.106152613608,0.6920802356192245,0.23117659427351397
-99.07543707528689,-17.38,-959.6498540566472,-6007.785400396378,-1904.2614684945975,0.6578591577845558,0.10745350908816673
-105.99984170677698,-7.09,-1743.7349952064792,-6081.190017120172,-786.8552866761526,0.014682258590362762,0.0985751417457596
-101.3042951648262,2.86,-1248.0688117993598,-6243.538352411069,318.0850247745137,0.47681187201801956,0.11028593885136719
-104.39850054877765,-30.52,-1365.6050085307477,-5319.2582631175765,-3237.474245601209,0.8387429605369291,0.045887031499769644
-94.9098306794196,-31.59,-464.77143039860175,-5410.416177146858,-3339.462427929504,0.4248044410138041,0.23272189797036058
-107.77860922925328,-6.7,-1933.247715804829,-6029.094095053775,-743.775949008249,0.4095633537553147,0.18578365550724935
-115.21654434165974,48.64,-1794.7058858325804,-3811.0873145944993,4784.900131026225,0.08549119993071663,0.10104577230423685
-119.47904000985365,43.55,-2273.7375039210106,-4022.2499444857535,4392.294178142832,0.0713589033757912,0.169068775839443
-107.48488816959087,-21.75,-1779.0379279610822,-5647.580937829626,-2362.303664125206,0.8978075010137473,0.14708030161081895
-109.92606709306502,-50.44,-1383.727998793336,-3817.079541147754,-4914.857638010144,0.2800136975304022,0.06721262829478583
-115.95884548980543,28.52,-2451.873973194143,-5036.264649594227,3043.842538440631,0.9632243117108708,0.1805378110670778
-93.60561505429902,-39.1,-311.12715901698743,-4937.503019681446,-4020.55827237445,0.8320885273759017,0.06606738768523014
-111.79846039101113,43.49,-1717.4710369404588,-4294.31857975833,4387.453267308162,0.5815478377422744,0.21348271530091595
-121.72625216849328,34.29,-2769.714000703305,-4479.956560224189,3591.559351147123,0.1847379397312513,0.25689059549245796
-108.36260670723433,-30.44,-1731.488647172414,-5216.410993203375,-3229.8031541720984,0.19503832592535342,0.0007208767847120545
-105.00743896421088,-31.32,-1410.2163162618756,-5260.266992072157,-3313.835559207023,0.12886935201554384,0.0367222335735468
-103.9125925351239,10.62,-1506.5583616668707,-6081.987395602289,1174.8771095848747,0.8450594023235933,0.08079927634917469
-105.71346195820722,-52.78,-1044.3322959595296,-3711.9823225554296,-5076.532506805398,0.22435698099383072,0.15095360866585636
-109.84286738106603,4.61,-2156.940647804271,-5977.09809594792,512.3771982294276,0.7997294367890974,0.20900802892273712
-106.12787525848994,31.18,-1515.0509864337487,-5239.44871492018,3300.5185459602267,0.5181277495001484,0.08406490129097395
-109.92941013998836,-40.95,-1641.224555099783,-4526.571718678958,-4178.176089562687,0.6667360598321763,0.1691151994164102
-110.84980075246133,-43.67,-1641.2228748894947,-4309.262934214844,-4401.96154444147,0.9419219806239351,0.08693056879404384
-96.35347377175287,-44.67,-501.70727495200657,-4505.848458403621,-4481.768008293372,0.8308481061571898,0.08868491173124035
-98.02120412294195,-45.25,-626.2666955686965,-4444.184581861127,-4527.431769598445,0.4098920166837734,0.17662000843190742
-115.22669869358057,10.7,-2669.789025515425,-5666.734879320403,1183.6246730830546,0.5294283424617533,0.07168744819728352
-124.66358009366373,28.32,-3191.8563063947126,-4615.892155801614,3024.2714701787995,0.9293610149276773,0.2503628890413563
-95.66301070562947,-57.83,-334.9366584548779,-3377.695497191294,-5396.259404724418,0.2001370105893775,0.2676966068964248
-109.0240148052054,-3.38,-2074.4084429555387,-6016.326647532506,-375.85673066349904,0.8237850221297596,0.08629816915723942
-104.40445897172792,22.2,-1468.3183148610665,-5716.875190967046,2408.735015967728,0.5779883923062116,0.05644510642451171
-100.16494486839348,-59.01,-579.2887822346979,-3230.8924251474805,-5465.014514518847,0.3401929741639912,0.21789229874270047
-105.42534650822384,-37.23,-1350.090223578662,-4893.015959950252,-3856.977599606904,0.7317877538914892,0.29402708581654624
-119.76720901388659,56.3,-1756.106170179303,-3070.407557690451,5303.7075285818255,0.18669322386168485,0.1392526495265608
-104.94103874366373,-31.81,-1396.7611414501896,-5234.323514603079,-3360.2887760143512,0.9374338159207323,0.06661416294954355
-114.45128130408281,-0.73,-2638.5216933881197,-5802.777904806789,-81.22106257878737,0.48926710776950455,0.24620656818910147
-112.7945613523366,50.16,-1582.3018584969998,-3765.1477848218024,4894.957404007559,0.49844984982529883,0.2423291340140843
-95.85951960665224,-33.52,-542.585880834377,-5287.024801012766,-3520.4537087419717,0.4260801799402676,0.299871605301735
-111.0631886950025,47.43,-1549.946514578115,-4024.476930062719,4694.877659890629,0.48340086580168995,0.20338252673465
-109.4468751002162,21.76,-1971.21075486428,-5582.973318396426,2363.3370656723932,0.021724441730931465,0.28034610238643615
-118.925318164003,44.89,-2184.4685799418817,-3953.0284251844964,4499.143062065273,0.47278940353889154,0.2848545418781466
-124.73807607840511,42.07,-2696.605333282835,-3888.8683484628946,4271.492437642148,0.41147797579723877,0.03400847980128384
-102.78822491664727,-8.12,-1396.947003717695,-6154.539524591524,-900.4483933268368,0.5128695323588884,0.09445202055835988
-102.66903685473973,-17.87,-1330.704656463512,-5919.716747874174,-1956.2218029161077,0.28566422360200106,0.1612586089644759
-104.61476137570264,-49.54,-1043.803472296898,-4002.995067141944,-4850.477275862469,0.05247353230722851,0.26406473285067134
-111.18454953879095,42.05,-1710.676841154401,-4413.918181765789,4269.840281534592,0.30511506660688104,0.23840685278617235
-102.28422192498752,3.37,-1354.0079325991564,-6218.267680325113,374.7460130310778,0.1662496788854102,0.023352054109085984
-106.11489919694827,2.75,-1767.435842017112,-6117.454115601222,305.8605693235677,0.6416068710327756,0.25319487391637724
-123.55467869124396,20.67,-3296.8476627200494,-4970.680363962362,2250.2793622429076,0.8456116769243729,0.033261279662952566
