lambda,phi,x,y,z,r_mean,r_std,id
-114.35734919369699,59.42,-1337.5909777568254,-2954.5470968739137,5488.362855039512,0.15043176627397703,0.028659684591011113,27
-104.67508347582738,-23.11,-1485.42424625389,-5672.148843480041,-2502.172517243583,0.8762665973593571,0.18006320283266167,28
-113.15762167071345,-24.4,-2283.124979848757,-5337.829942631976,-2633.5407401314537,0.657090617978428,0.1745319665400983,29
-100.39527169600865,-3.94,-1147.5734410198932,-6255.543398463758,-438.0376552332673,0.05952281365426859,0.07924648472220408,30
-107.44139155693497,-9.69,-1883.5178782090625,-5995.1319387021995,-1073.023037972454,0.49470265675279257,0.24207502184136642,31
-120.43033469985865,18.15,-3068.220802218279,-5223.31773461208,1985.8494283610619,0.12636725029232854,0.2523577262783896,32
-106.40848794904373,-22.24,-1666.862639291517,-5660.417318074721,-2412.855098627744,0.8048048883278659,0.04417589438652647,33
-120.4567821745884,51.08,-2030.085638890104,-3452.353662590121,4959.902366697628,0.06194539419840572,0.17191502706827713,34
-107.30277208651256,-43.88,-1366.6664824129336,-4387.113300260592,-4418.832947343187,0.47312248363988385,0.0045284362285572645,35
-113.03867774160153,-35.85,-2022.225869349558,-4755.138258897798,-3733.615897772539,0.4166935016109087,0.2446952692087464,36
-128.0892290162232,46.33,-2715.5169407234353,-3464.568253532548,4611.221048839284,0.7637048995498974,0.23100608600855121,37
-98.26596865375853,-33.37,-765.4219941462216,-5268.682816351487,-3506.5275632111857,0.35523223688066075,0.16923098974253672,38
-100.0225759940878,-26.13,-996.08864336117,-5636.112307473631,-2807.609387381222,0.9466703132636594,0.28906176833378483,39
-114.57734682477133,-18.39,-2516.0889910614665,-5501.3605893878575,-2011.2068154691065,0.3476174582834223,0.054803301857477456,40
-102.07724208559787,2.82,-1332.2270858742554,-6226.349331978711,313.63990152920314,0.17187327262988783,0.19310800391983393,41
-107.91260040736736,-26.3,-1757.7700873919296,-5438.0716883834175,-2824.5788415041457,0.31795600916287103,0.20805641258593005,42
-118.71767286619824,53.07,-1840.4592090887782,-3359.2072726561946,5095.984831120873,0.7645219206970031,0.05608904452932597,43
-123.38309812793946,27.58,-3109.142874634626,-4718.290721530755,2951.539979777595,0.035233973354407144,0.16661151322367132,44
-102.10959993254616,-54.56,-775.4699057244245,-3614.2892420083085,-5193.860288881359,0.8888041917143445,0.27973906332940346,45
-112.00483855684351,-5.02,-2379.453964138828,-5887.92360110571,-557.8346529988845,0.659489850629008,0.09028824926683844,46
-111.29012679388825,27.79,-2047.730675453746,-5254.8329733700675,2972.230560166629,0.38768809840307583,0.1813532677519492,47
-103.85033784461167,-47.41,-1032.7771379318274,-4188.825111017908,-4693.371983198344,0.7252707619234865,0.16505918418645552,48
-116.50158529079495,21.73,-2642.5234544023165,-5299.714876450482,2360.2366451826592,0.6581240929911981,0.13824025517293917,49
-121.77594030953767,48.75,-2213.4685663765254,-3573.3088853773233,4792.978772678481,0.7131513467108493,0.14230004515373812,50
-104.91035517183603,-27.05,-1460.8987198327666,-5486.4703553945965,-2899.1452136392345,0.7388756644231365,0.10965902447058397,51
-116.74604977620157,56.18,-1596.8359209361092,-3168.607918442764,5296.287747166873,0.5842897900855186,0.12689576889905815,52
-111.17244841401131,-37.53,-1825.9605614921838,-4714.329986455516,-3883.5017454201675,0.44006626427389006,0.06784094161095995,53
-108.65542526174123,-25.49,-1840.7136054073787,-5452.11743706529,-2743.503941188492,0.007223208002407722,0.1372846176797012,54
-123.91022366081822,43.5,-2579.844131518227,-3837.733672744098,4388.260420047681,0.42303756936554493,0.2838070879580699,55
-104.57966608632962,-34.54,-1321.883815190081,-5082.183516491734,-3614.5067275962065,0.6002343586270634,0.10652882963096177,56
-104.98563789520206,-6.49,-1637.8640275164623,-6118.726381739551,-720.5649816442578,0.5062343077486178,0.04161088617360877,57
-100.53848716285547,-5.85,-1159.8896062376414,-6234.828154833499,-649.768405693444,0.5515881832442612,0.10042216994179239,58
-104.9306473450025,-12.7,-1602.3317155177429,-6009.068231989653,-1401.5195527493393,0.9745279301926176,0.10406940284173476,59
-117.09491101049393,10.86,-2851.5927438447916,-5573.721532314531,1201.1128604194919,0.3714543443826085,0.13462482800743947,60
-114.6322751624896,12.83,-2590.7166688796933,-5650.204760618127,1415.6264707461396,0.6797467097486027,0.035949497775292716,61
-107.10895810122236,-29.61,-1630.5410010938808,-5297.209286573713,-3149.8467927804004,0.7916041509580612,0.17123680782325199,62
-121.16359820707633,32.29,-2788.790143875452,-4611.449330455934,3405.5556971015267,0.23538550510092282,0.1441633544666598,63
-124.58390219378846,54.75,-2088.4168366642584,-3029.1530040695397,5206.089914155703,0.23782638674670575,0.2706077360872246,64
-113.62927311529187,17.35,-2438.949744817045,-5574.769993104135,1901.0756603151262,0.03554799157430666,0.13401310162924154,65
-120.06968105498919,34.99,-2616.8649950824665,-4519.839734646247,3655.6382986593444,0.49482892107713095,0.2506118838607513,66
-107.96644904710627,0.15,-1966.4259325796727,-6064.117042559634,16.689691907289706,0.7518353462518306,0.04678786081044012,67
-117.8426342756278,30.81,-2557.209823030847,-4841.444302477626,3265.228933321748,0.39342100190886053,0.2771355319061626,68
-124.88354308065027,36.77,-2920.552090370755,-4189.076876911768,3816.1021221600136,0.09987292585789087,0.16735205070572642,69
-112.42935344118577,-3.69,-2427.3003278511205,-5880.519183807606,-410.28313063612325,0.15429631175118297,0.1933661925649296,70
-129.40551268405122,59.92,-2028.3319990081968,-2468.8474497066713,5516.4559793291455,0.18592922913989218,0.18208446627682703,71
-103.28590249997505,-53.39,-873.6988816828481,-3700.072576910976,-5117.297938339872,0.20364916681182232,0.2636962318447593,72
-122.39564262269249,22.15,-3163.4234234334617,-4985.595726381323,2403.583261957198,0.6139637822549061,0.22169532889143342,73
-102.23014647967736,-1.02,-1350.2598853599766,-6229.329387232073,-113.48404008732382,0.2894875607249221,0.1608451594304156,74
-110.76210741428571,-51.54,-1405.564028448651,-3707.557913522184,-4991.896341052188,0.09793590277958253,0.11593429088080145,75
-114.34743581945784,34.24,-2172.712437996943,-4801.421845319598,3586.9616564804724,0.2923754484370781,0.17317683257501257,76
-117.09788155835689,27.04,-2586.4629972802904,-5054.852737346491,2898.15423458458,0.7001418396929476,0.13041832412942797,77
-95.18345487215201,-32.25,-487.0963990977791,-5369.466418541817,-3401.792538962023,0.7126111596837921,0.24669182358489936,78
-104.49587100064028,-32.69,-1342.9725410757014,-5194.433737401837,-3443.095685812153,0.9967598665580606,0.21525543585706525,79
-111.17154827778147,30.18,-1990.3147053619755,-5138.905076830993,3204.8286982209393,0.1516773109488193,0.20967632655808435,80
-123.02791227150341,22.73,-3204.820321498338,-4929.73116632329,2463.230061259422,0.29092349326915135,0.050732527939927725,81
-105.71927311529187,17.35,-1648.5587927311835,-5857.370591030254,1901.0756603151262,0.8713487007821018,0.2630007963443441,82
-108.16810285024947,-7.27,-1971.7833673117595,-6008.484726008745,-806.725882634439,0.9483157823666101,0.1958415486812538,83
-110.487290912157,2.48,-2229.1576614927267,-5966.187029972724,275.85040074922125,0.6734664184043114,0.22181586975176706,84
-110.16776421944952,56.53,-1212.1477621763045,-3300.2497256089796,5317.863720637154,0.8133174646066291,0.24726886283621058,85
-116.2276736523865,36.68,-2259.4800131793154,-4586.276601479688,3808.0758927262887,0.8133496461235054,0.25078751941662464,86
-104.30108048416763,-11.62,-1542.4610035222422,-6050.838848036501,-1284.0515128706752,0.7490197253850482,0.11188904637171629,87
-122.01437785964578,59.63,-1708.6610981086026,-2732.903075327133,5500.2129988463,0.02289765313075831,0.19629585137929006,88
-120.44027248737734,43.16,-2355.987201314987,-4009.2237472061415,4360.742396895089,0.47894768040708036,0.00782076231875709,89
-109.39243581427739,-29.25,-1846.8414007150805,-5246.601133727847,-3114.960414543088,0.7263526312250296,0.2857132903442736,90
-114.84545283013472,35.76,-2173.606529987129,-4694.331683604613,3725.494557384722,0.44986392848531953,0.027190622920954987,91
-108.70267050245302,38.75,-1594.2314843543134,-4709.231260714964,3990.2621351733765,0.7742228672311715,0.1752828192324238,92
-108.09108521165808,17.02,-1892.9172948963405,-5794.440629241,1865.9975640079153,0.9736434177907758,0.18392505354146155,93
-108.11825562979378,-12.43,-1936.0226250771325,-5916.883905052191,-1372.1975984980384,0.5472239975234736,0.19769153065939143,94
-103.39585131485116,-3.88,-1473.5586306822547,-6187.338973934699,-431.3773099857386,0.25945545247386204,0.06545589409469356,95
-112.13281934069516,-11.44,-2354.0956847566536,-5787.925386849448,-1264.428022179898,0.6373343207865888,0.12444774109704379,96
-114.75074342574422,19.4,-2517.4904625784625,-5460.672601552676,2117.5272157586082,0.6345301217839163,0.2782165802722999,97
-109.18769491055214,-24.91,-1900.313518752669,-5460.732958972603,-2685.1124894939057,0.7095934043990908,0.25643678535672526,98
-116.36948810731748,-12.82,-2760.9240702303605,-5569.290385138491,-1414.5415810171787,0.8597450681987577,0.21416945696563164,99
-121.30818081757857,20.86,-3095.574709488768,-5089.688734953819,2270.046431079708,0.5115413150610912,0.1887455059393353,100
