lambda,phi,x,y,z,r_mean,r_std,id
-125.37317609526858,55.71,-2079.151891759337,-2928.5535651249256,5267.003552987947,0.10400596792699235,0.23248974670390343,38
-119.97572688988858,46.14,-2206.9935244578533,-3826.3675960365076,4596.598264260529,0.6062999097207757,0.005600301785345895,39
-127.8455985236238,51.13,-2454.5515452320446,-3159.194020868331,4963.395496060008,0.15566807928196913,0.19253487690734578,40
-104.96172782917013,-24.32,-1499.8036811933694,-5612.3364689669515,-2625.4320172082903,0.9012576070970637,0.1765951366504147,41
-107.38547172973557,23.34,-1748.969243198681,-5585.930868856456,2525.6895919137796,0.8791703245263282,0.17368400115365976,42
-118.45368483283718,7.11,-3014.0011292466547,-5561.816336219324,789.0635177625131,0.6552408951468637,0.23256251917626888,43
-114.09036935430733,58.87,-1345.2525510256369,-3008.7064206117325,5456.977757745468,0.12573691420379962,0.18190815628491439,44
-110.67643723356062,-7.96,-2229.2615562620913,-5906.915011223228,-882.8210260056142,0.9380586010724621,0.09365671474271137,45
-99.6023263476135,-36.68,-852.8347965208063,-5041.0173383038655,-3808.0758927262887,0.8517746935540994,0.25186330511046284,46
-106.67757599926826,37.36,-1454.1835063026556,-4853.947219600226,3868.4844214928094,0.28737885910048155,0.2765373971148742,47
-112.97425815181275,11.31,-2439.953040427127,-5755.357050347343,1250.247728863183,0.15944992700645122,0.23889131488255985,48
-121.1427201152004,22.02,-3056.4652136768836,-5058.229361398529,2390.180144898905,0.9226374174487917,0.02662836028404538,49
-108.87379665806586,-34.63,-1696.870795787367,-4963.56021262496,-3622.750959981988,0.3741703725879766,0.14177406652614047,50
-114.58868719658241,21.43,-2469.2539230940033,-5396.133007754913,2329.1969916481526,0.4012641001134343,0.1172823446172304,51
-110.87479918526526,52.6,-1379.7058783595437,-3617.866518422069,5064.39320591329,0.9237529138858085,0.11320318005938428,52
-108.79220822251789,9.2,-2027.2058273591178,-5957.533559610977,1019.2425715354472,0.33452611755825834,0.025001017299517567,53
-106.53654040035757,3.61,-1810.8952818532493,-6099.1934968443375,401.40000773964266,0.1475712055751598,0.22685274534568994,54
-108.58217829555963,-2.88,-2028.9202874270832,-6035.023658157408,-320.30752839603093,0.48755260165165915,0.05356803479658829,55
-112.80682154616663,-6.54,-2455.0309842866122,-5838.342046295218,-726.0922921048477,0.13575783094160887,0.21456187536419902,56
-128.675476457226,51.98,-2453.762973642237,-3065.4848407410705,5022.198219940059,0.3732341834591696,0.15605906589119248,57
-121.38709403354399,36.62,-2664.8319508665554,-4367.907668662582,3802.7198518533223,0.8631414327053574,0.23654587211215092,58
-126.40586706969899,49.26,-2469.262447356771,-3348.508176684348,4830.2029933276835,0.7072150628779968,0.03977287473312,59
-95.29969128579744,-51.1,-369.762415183547,-3986.151320929154,-4961.300071853383,0.5435016075862524,0.02093036977658168,60
-109.85664041204058,-46.24,-1497.663382884444,-4147.052415774243,-4604.300777793317,0.16817072332150407,0.018455295466469956,61
-102.75798629753035,5.83,-1400.5311300104067,-6185.451520762034,647.5546603757897,0.6301393747049004,0.1765461872580736,62
-108.17586942826375,0.09,-1988.5819130277953,-6056.902401272316,10.013822465296851,0.6041844862971439,0.00873804750309568,63
-110.98911560825711,-6.13,-2270.4085563051867,-5917.976525084257,-680.7524043349732,0.651704170918511,0.025858989302315272,64
-108.16555126944121,18.69,-1882.6855233589908,-5737.845264076911,2042.8538728075093,0.6712768543509496,0.1383762432175252,65
-111.3057520893564,29.58,-2014.4302436226358,-5165.21414929759,3146.944325131033,0.1057508767207257,0.05159396620390781,66
-107.51258859382172,-34.41,-1582.655139203159,-5015.69795175802,-3602.582652359864,0.8689327446347905,0.14481721569215425,67
-122.33836982394811,23.64,-3123.9383934634575,-4934.262846006647,2556.302814684388,0.5403468841042515,0.16559307379989816,68
-117.88855331663895,14.17,-2891.1978079270643,-5463.16143020581,1560.5984182195473,0.9653727101075854,0.19255777724856615,69
-112.8705615054299,-3.91,-2471.8805525349467,-5860.158776582378,-434.70754219827205,0.15390136638465868,0.15547367927918312,70
-125.57144983847496,47.25,-2517.299002784156,-3519.8302355262354,4681.3059976524955,0.7196162922992888,0.08783377028238872,71
-109.02116553755198,-4.02,-2072.611570391074,-6012.085423984859,-446.91736707120793,0.6269789754104858,0.125690031621058,72
-111.63751535916349,29.59,-2044.1022068182897,-5152.952723768983,3147.9119102481927,0.8003894558043909,0.227770935510554,73
-108.97375020043239,43.52,-1503.0108703865537,-4371.565707932501,4389.874324479969,0.33426015140541043,0.14465840526018622,74
-96.55900220029103,-58.59,-379.5039213207469,-3300.64022001126,-5440.806549744826,0.9159047145747046,0.21359202008300732,75
-113.72631989465326,21.53,-2386.1199552071153,-5428.95562470635,2339.5506800092353,0.7723130790924639,0.2703770470965081,76
-102.52788234454516,10.65,-1359.0111284021423,-6116.016526377779,1178.1577152287487,0.04653186996843184,0.25410260005967744,77
-106.92015986559954,-25.69,-1671.974002265936,-5496.16106522374,-2763.5740411404713,0.8040305919106722,0.260073970964365,78
-108.65301858823382,32.23,-1724.7812516594418,-5109.438748754857,3399.910338030473,0.5020366286016744,0.034331325605015235,79
-110.45256890803259,-5.6,-2216.9965118361,-5944.623980681047,-622.0909859645778,0.8866203343937764,0.17005023400355912,80
-116.63485431169134,48.12,-1907.87687511336,-3804.1602133980277,4746.47194242283,0.0041685165773045485,0.16351774273841402,81
-106.22544416134208,-37.91,-1405.3940291760885,-4829.3919037162395,-3916.946063335087,0.011393157185605185,0.13289545121209687,82
-117.03075996678031,56.15,-1613.8214466745333,-3163.1037125858015,5294.429170522469,0.3570371933936485,0.09386832271176998,83
-122.03106631205722,29.44,-2944.5591633487666,-4706.599139984996,3133.388081459317,0.6900067100792647,0.1515436207046277,84
-105.61868719658241,21.43,-1597.7047877439863,-5715.138299754184,2329.1969916481526,0.998807683371088,0.22253418460939905,85
-98.68796424281557,-43.17,-702.315573859638,-4596.109768227217,-4361.553947060676,0.30051830577814453,0.21568165991557958,86
-126.27402504637452,37.51,-2991.9331748014697,-4076.895939310493,3881.7367733472097,0.9543189632219313,0.20611592331211098,87
-112.5683902959255,-21.56,-2275.4522352918952,-5474.9345028004955,-2342.6553982499872,0.7558564238589491,0.10931419945167818,88
-117.8043739183436,14.6,-2877.6238422800393,-5456.889491332324,1606.9421587998495,0.9621551884765833,0.241914284447644,89
-103.93163096224013,-40.03,-1175.261806810301,-4737.794781319395,-4100.3274619907725,0.9110258075771878,0.21899405454813076,90
-128.38252953645434,52.02,-2435.8798908347053,-3075.2413686416226,5024.938276439056,0.07624795044560384,0.011009186018059303,91
-115.83271932901215,38.41,-2176.701609795368,-4496.1692184229105,3960.689013444576,0.3308711054805705,0.23469335270667988,92
-105.03699952517877,-28.26,-1456.8104115121357,-5422.880452804959,-3018.3929531284903,0.46272271382200436,0.20425443173764238,93
-93.87122853622151,-45.42,-302.1022001623474,-4464.431217049849,-4540.728264154096,0.07133695343988977,0.11832609074071963,94
-104.18743187815566,-10.79,-1534.8541653514812,-6071.284373398001,-1193.462922941661,0.9168515167855532,0.09130613905247227,95
-116.3778579312656,10.82,-2781.988353514112,-5609.721484798926,1196.74168637061,0.21263880330525375,0.17501674335079395,96
-123.42261458983867,59.62,-1775.8372932599798,-2690.886954200303,5499.650380486171,0.4864607117093036,0.10734747487662204,97
-112.36714915997007,32.14,-2054.1697693422107,-4991.91126652974,3391.4353105748614,0.03593779080744541,0.25433943867094744,98
-108.19523311061866,37.29,-1583.704881266967,-4818.216761943818,3862.2909113600977,0.1178954020090287,0.15966552330896483,99
-109.64678296077665,34.69,-1762.4020081460244,-4936.64086818067,3628.2421501729,0.7544137027238383,0.10000790837848292,100
-124.46243896939133,32.17,-3053.5589044982958,-4449.201454175333,3394.2612505408692,0.3653382365234755,0.18171159848135807,101
-123.45052213385166,53.71,-2079.84373062871,-3148.2045723910674,5138.451423000944,0.6145934426052118,0.2719906837018095,102
-112.88267050245301,38.75,-1933.24696812726,-4580.500982734134,3990.2621351733765,0.9709469687053769,0.21798755139522552,103
-123.92737439316481,42.86,-2608.189822854006,-3877.3929713517214,4336.334234543396,0.27555617727971193,0.0608794939258096,104
-114.7271633320805,-8.92,-2634.3971278919885,-5720.44488546434,-988.4771544751703,0.1810369684541665,0.21980863685417643,105
-109.82128603157327,27.91,-1910.244089575018,-5299.728542466666,2984.0358400005634,0.2741136904524717,0.029523294065913086,106
-116.4856898768751,54.59,-1647.3506681534066,-3306.141895360677,5195.795082937301,0.3550375450409482,0.018674223911974264,107
-98.14117892347414,-28.69,-791.9466979876461,-5535.982171180291,-3060.448795180277,0.1405267046058376,0.00899716046537954,108
-116.1524263696574,40.45,-2138.217925575657,-4354.555999611677,4135.999413562928,0.9377030219472422,0.15044335810290285,109
-113.3854985015799,-26.0,-2274.2517584949246,-5259.137287788859,-2794.6160607803686,0.6419371419589183,0.29728575527380097,110
-105.19983067941959,-31.59,-1423.7614575006683,-5240.373937476481,-3339.462427929504,0.8934552205211863,0.08000943428674263,111
-99.21766498359388,-36.99,-815.6600389611986,-5026.2179039303655,-3835.682114442184,0.8947352096120442,0.11130782789272804,112
-121.65138289850324,43.62,-2421.7509229905945,-3928.601277319586,4397.935819317639,0.13203295967324047,0.21136115649562146,113
-95.6669569984866,-32.06,-533.5008562500283,-5376.36094009974,-3383.894927173468,0.7359920025757068,0.21209554154804514,114
-107.29990943293697,-19.85,-1783.118538386453,-5724.9663906416445,-2164.687761337912,0.08142547503457209,0.09091862495821511,115
-106.65053630596208,12.65,-1782.3111072576107,-5959.439533366366,1396.091889918502,0.3201164291006131,0.02449764327248569,116
-122.5307127125977,23.71,-3138.8033599614378,-4921.1111679261885,2563.435846750789,0.28753271933155855,0.1921597774166622,117
-118.7490407960419,27.16,-2728.11503627416,-4972.894497796881,2910.040147942352,0.520502250607253,0.1946804878765033,118
-98.90713891880094,-8.75,-975.5755236997666,-6224.820589648268,-969.7865869607189,0.6594686624334758,0.24021389697553105,119
-98.15929910094795,-15.6,-871.4472871301397,-6078.0063502390585,-1714.3638564223188,0.3715879751644736,0.1866181673175458,120
-117.77827295701812,7.93,-2942.664857809064,-5586.39433634687,879.5151240582418,0.6188122889303386,0.2360175581349192,121
-103.92292486605687,-49.04,-1005.5399661168516,-4056.2380785556325,-4814.192250691389,0.8406782709628035,0.1020167028690308,122
-102.78449125725095,-14.89,-1363.3193218382203,-6008.199575664428,-1638.1462955695874,0.8981047391819044,0.12311906107321467,123
-125.12197433089139,51.79,-2268.6138599665005,-3225.2809130601163,5009.149547200403,0.5676546074745,0.03782049127723066,124
-117.76904000985365,43.55,-2152.698181071111,-4088.3086226293785,4392.294178142832,0.2731389389116372,0.031049546106932946,125
-110.27874783668717,29.2,-1928.7186054322672,-5219.9534859965015,3110.1053270094208,0.3217102962138343,0.24527848209018432,126
-110.14726492650092,35.43,-1789.165633044208,-4876.6558689869,3695.6378168063425,0.6030809264100945,0.05440991703330552,127
-98.50022129189256,-34.31,-778.3474532310335,-5207.90682279443,-3593.3976633737584,0.571535058505591,0.029098539347213237,128
-102.6530445738899,-0.72,-1396.3121631255951,-6219.688092714403,-80.10850425637287,0.11759796281595114,0.022250784719778437,129
-109.17957080213705,43.95,-1507.838588839538,-4334.898718780242,4424.443568170331,0.2639628075998707,0.08497688821721562,130
-118.83323830774988,30.7,-2643.5469847905965,-4801.9933344147075,3254.711101686487,0.5888677607420009,0.10785803535556747,131
-106.3895550472892,-9.19,-1775.7226146635896,-6037.451162548739,-1018.1442214201219,0.43480119061283595,0.21114364548607042,132
-111.82529689547647,-20.5,-2219.9909126248376,-5543.274065453888,-2232.5720555291055,0.4773506472474123,0.013428962803161438,133
-116.42261616221519,26.84,-2531.196563641072,-5094.012669036217,2878.3161542662674,0.8002813862012892,0.006482203717081669,134
-108.25853126192418,-34.83,-1639.5012603729804,-4969.455944715395,-3641.0394437259565,0.661783486208192,0.13759036035517688,135
-122.49494093745218,22.94,-3153.954066124847,-4951.680992127427,2484.764395466597,0.14376447600381193,0.1625547276916694,136
-118.26029060078996,47.13,-2053.544437629472,-3820.1862879673013,4672.232546428706,0.5472655440418012,0.08003590708467855,137
-127.42849031796939,55.57,-2190.6601682486944,-2862.3136716445715,5258.212003368177,0.07841611314786301,0.2545031394401258,138
-104.77269884667388,-43.37,-1181.6533029819243,-4481.022648158638,-4377.757016811378,0.4622909581980429,0.24996826590389956,139
-112.11133564432063,11.18,-2354.0607971450722,-5794.063856182893,1236.0609992309194,0.4359717430377267,0.22278596171429887,140
-112.32253346739563,-29.93,-2098.4303290886223,-5110.775707148881,-3180.752556420863,0.33860980560734666,0.19420262113366593,141
-115.26209324217528,-10.48,-2675.2089717623403,-5669.152912308787,-1159.5633722496962,0.09456157269257082,0.17591761629604577,142
-102.38093636305504,-59.77,-688.1793229076115,-3134.9922564583335,-5508.072055762225,0.8574570880559571,0.07157173764871642,143
-113.38450307079661,-6.78,-2512.54076507045,-5810.450382361672,-752.6156110341425,0.19638728708784492,0.015510322914582396,144
-121.04369664638284,15.22,-3172.2236859773343,-5270.358022538122,1673.603358144466,0.81470219520854,0.07930214420817444,145
-105.97057410516382,-12.19,-1714.491907193157,-5990.754180499781,-1346.1080376379775,0.23340697716810266,0.2746201738528203,146
-122.18563553663728,42.68,-2496.377964698678,-3966.385876623885,4321.632230429315,0.18168808460272245,0.048333017094110815,147
-105.71001811341262,3.97,-1722.0088871507667,-6122.132389267306,441.3676481777551,0.4841474026643181,0.26122354036354234,148
-101.25903842711625,-50.65,-789.2012562179599,-3964.3141894917917,-4929.705811118756,0.38664143792357986,0.07738199002244293,149
-113.7956481363712,34.4,-2122.3224712736965,-4812.939237064289,3601.664646833979,0.1521725676499054,0.063230118695696,150
-119.71498189176783,59.52,-1602.8691252558237,-2808.422137969976,5494.014985624063,0.1700670804368979,0.1268859254068586,151
-124.8712616182937,28.08,-3215.7812316692625,-4614.645178203179,3000.7375675539947,0.7582698106244755,0.284235652685559,152
-105.22912742180276,1.98,-1673.5834635551446,-6147.457098157181,220.26033876226074,0.4073694235042795,0.2522512716670984,153
-117.90373444558456,-9.62,-2941.4662211255854,-5554.58746162263,-1065.3448273502045,0.4839595420268732,0.28032527932388457,154
-106.86050165151339,-28.07,-1631.5269417222132,-5383.327012351752,-2999.755842817632,0.9869149183515481,0.2157497870188988,155
-91.76822097534509,-53.15,-117.97099337925903,-3821.4081319723186,-5101.328036268295,0.8789288790663189,0.2473792915308201,156
-110.31133170301845,-33.85,-1837.8082695496698,-4965.223157729578,-3551.0061614028164,0.443767974567712,0.15735674744838865,157
-98.74254685331782,-54.6,-561.3043152815304,-3650.010538764404,-5196.439697769533,0.19735234899484255,0.16691977998907156,158
-101.64517010158822,-48.29,-856.1824588452366,-4154.36535980952,-4759.078172753673,0.22131594815531774,0.20851245125135073,159
-95.34385887054715,-59.64,-300.0854957605029,-3208.121435926022,-5500.775449660359,0.6533807105652092,0.18983788203657773,160
-116.27875019525194,-19.97,-2652.7490147410845,-5372.445181010406,-2177.2414753141807,0.6926703578621756,0.2375606143642618,161
-114.77380768542325,-10.13,-2629.717973692797,-5698.070655324003,-1121.2489401433265,0.7202386020545349,0.25864541096230936,162
-111.77389825248628,9.72,-2330.825917094439,-5835.188550345768,1076.3132100436785,0.18052791671441804,0.2534362182145936,163
-118.60747913233827,21.65,-2837.059898880862,-5201.920173814991,2351.965696054837,0.15258344494875475,0.2233222767934717,164
-97.70343597255115,-19.83,-803.8693178694746,-5942.861594186986,-2162.5945510255447,0.38563567331043447,0.08365616403202944,165
-96.94399275049061,-52.38,-470.4712302950937,-3862.8938064262798,-5049.488415843541,0.45817550049681266,0.11794650536003132,166
-109.14152149557626,-47.46,-1413.3152635960596,-4071.8652724213034,-4697.135102265613,0.8754568438407895,0.2557734790796181,167
-96.42921561994012,-55.98,-399.3834783801642,-3544.2682480807043,-5283.869834017857,0.5288033787214075,0.22918760633012492,168
-113.23157269106103,30.01,-2177.4950624068783,-5072.754730519771,3188.4635323589564,0.0062019080762645284,0.06506232500332879,169
-114.52704442079661,53.35,-1579.7072980017258,-3462.01990016399,5114.6425157100275,0.942573282933357,0.15022646506062398,170
-99.20551188750208,-50.67,-646.3653238825051,-3988.348932378518,-4931.116472126511,0.554941808400119,0.10868985661118749,171
-101.76815403537336,-56.78,-712.3179652983355,-3419.1665507647217,-5333.153683745192,0.11138764514900545,0.061481554787082004,172
-121.04666640805755,47.79,-2208.9196584117863,-3669.486451819512,4721.881841236077,0.690286668420503,0.1204069686943055,173
-104.64833438331115,-0.69,-1612.0289397006907,-6167.340913194679,-76.77081478322415,0.8910370264041942,0.24094071514252519,174
-95.01189320844836,-37.76,-440.30405675526885,-5020.694898078293,-3903.764859467775,0.04143759254421897,0.18888972701766477,175
-110.49397306470149,-23.57,-2045.737811634722,-5473.329396140438,-2549.16596701606,0.8802842067603326,0.1736665978324863,176
-115.07062608683685,48.89,-1776.1304412446243,-3796.698299969707,4803.23512590122,0.9277268895413272,0.09748386694115037,177
-103.52245392769001,-25.28,-1347.8869552263172,-5604.676144832146,-2722.394362960702,0.23119057579407565,0.026280025104364124,178
-110.68385336722933,55.09,-1288.6354450739996,-3413.183434574276,5227.831532446956,0.7607174457989255,0.23836974338580824,179
-95.60066781697988,-57.9,-330.6175630990554,-3371.494116561112,-5400.402248811124,0.8593900634758721,0.22547040808485702,180
-105.28803669646598,-27.29,-1493.8172289267936,-5464.959114374237,-2922.9021476572607,0.7162127565864157,0.22070144656767254,181
-122.83591668244637,32.53,-2914.4190491427657,-4516.073391608783,3428.0997254451217,0.2918968420194522,0.15349919807986545,182
-126.5613891983702,39.48,-2931.074839778359,-3952.2570594982194,4053.2813150908682,0.7868343444172441,0.27956072277825184,183
-89.85436524955097,-59.07,8.328698985089204,-3276.6786190516223,-5468.448853214518,0.5811506308381088,0.2100770680042081,184
-106.93150102359887,-2.26,-1855.1356852374872,-6093.923046197963,-251.39311123374083,0.03953811638349991,0.24256319200495652,185
-105.55828555675204,-0.35,-1709.8611283082914,-6141.293301095357,-38.94241674057455,0.28471010437972,0.28352027069755853,186
-94.21202787458009,-46.89,-319.98770089384357,-4344.915605527375,-4654.024199778226,0.19391281532991544,0.11199499892204719,187
-113.8661568739398,-14.2,-2500.523836339976,-5651.763170438432,-1563.8345849773664,0.46835634814373794,0.076451947384365,188
-103.5276775833278,-45.27,-1049.4629848253937,-4362.044055866513,-4528.998134042561,0.18910027537465346,0.28471909929064876,189
-115.63738777908699,18.19,-2620.4559830351277,-5460.167088253955,1990.0780912626863,0.17013381626558177,0.08118181807696616,190
-123.65040085364211,38.17,-2777.214867355858,-4172.077588674116,3939.729835232457,0.9076459285030661,0.22529624922874747,191
-129.78814853205554,57.95,-2164.9226780130766,-2599.5140811378787,5403.356488349679,0.7973277852278762,0.2927794761773273,192
-124.05703260725096,45.24,-2513.8551852848127,-3718.953017555514,4526.648380494269,0.9195335596026569,0.13143375593995502,193
-93.11764765636954,-57.35,-187.0537165535476,-3434.258855127998,-5367.634676754598,0.42492275811413927,0.26502858269848734,194
-126.1128587226343,57.92,-1995.5035306653788,-2735.2287318149847,5401.584438269553,0.9360730436868185,0.12609025527950055,195
-116.02412978554798,16.3,-2684.603130449776,-5498.373805548197,1789.2502693700224,0.9451478648928019,0.011760676909109468,196
-116.90529532309995,12.28,-2818.792186813698,-5554.870470308859,1355.894415376321,0.5083868350492152,0.2486691690692388,197
-98.83136320235323,-54.55,-567.6576470144305,-3653.615652054443,-5193.215041075116,0.17567221708599035,0.02528930381797362,198
-99.52628445401629,-2.8,-1053.8032011906116,-6279.581442210438,-311.4172824470345,0.33429686737250974,0.07189785650292327,199
-107.95509686174954,-47.78,-1320.5943186227955,-4075.2358408986947,-4721.134237307377,0.5640741048079237,0.1583427897201661,200
-109.09686958653751,9.51,-2057.02094592799,-5941.37187793665,1053.2758594390334,0.5031268246801093,0.10134332217740497,201
-116.35999370013305,4.14,-2823.1755075926553,-5697.235165049086,460.2352957532363,0.6294942704014038,0.2460106887971339,202
-104.77199794762183,-58.97,-837.9002296687703,-3177.6124127185703,-5462.721625678714,0.9928968790672734,0.2912116235427963,203
-116.4158796694329,40.98,-2141.1051640883998,-4310.228483940668,4180.696603742074,0.04283738815891991,0.12357609517128433,204
-105.57649157379844,3.95,-1707.7779970679853,-6126.276898732228,439.1476662699036,0.5398311780796884,0.14489923281388986,205
-104.33200267511226,-30.33,-1362.0806030724789,-5331.21208116686,-3219.2451252357628,0.9292340530745002,0.13070661626252533,206
-111.58055284699817,49.4,-1525.9237059875286,-3857.8684972585306,4840.354584259865,0.8491912859690528,0.016739990758308242,207
-116.33375177280891,10.74,-2778.4077106746513,-5613.353482372185,1187.9975905715085,0.19458764628337255,0.02831841898997338,208
-110.50312805489773,39.66,-1718.986097839803,-4596.872079322729,4068.7195629309003,0.7774988632202753,0.10143933875693521,209
-109.73108835641112,-48.54,-1424.9907161449335,-3973.050744147337,-4777.540606141516,0.3157943818285016,0.09281040881535657,210
-109.87279886871778,33.76,-1801.64567182052,-4984.383476299862,3542.68531405194,9.451869754872888e-6,0.1260983556720685,211
-117.466771147231,26.58,-2629.601432386638,-5058.578054663886,2852.4742543383413,0.6992105773345326,0.036407820586580986,212
-117.09699795280225,4.52,-2894.770274347201,-5657.608079600344,502.3951397025413,0.6759083154616631,0.2840082823179071,213
-107.1999944863213,-12.25,-1842.2157212584564,-5951.239461108643,-1352.6326599973452,0.11084014654568242,0.12291721685129554,214
-112.81927154291536,50.13,-1584.919299828466,-3766.8269078674543,4892.818294111989,0.5909124645742069,0.14916203612839007,215
-99.48014726586563,-17.41,-1001.8973451609796,-5999.872797658898,-1907.4467546099872,0.2011400651692189,0.20595709383704558,216
-103.90825011611508,-24.68,-1392.3712286528228,-5622.838990741748,-2661.8807347088555,0.2641600612833177,0.08805280385008714,217
-104.71742636447696,-23.04,-1490.391208139819,-5674.001981624064,-2495.0071260871655,0.13684273249913137,0.07070510712914206,218
-112.10731926673874,47.34,-1625.798626580179,-4002.392359786697,4688.097612478977,0.1190797565707663,0.08658414744789314,219
-117.73696093978879,12.97,-2891.313394009387,-5498.519209977107,1430.8103840602562,0.34785852148642904,0.05169899614461112,220
-109.12214836860137,-14.96,-2017.5609197799665,-5819.092400754783,-1645.6720713600753,0.06471457881592402,0.2651447570680848,221
-100.45578437487943,-7.51,-1146.989937571313,-6215.368387550486,-833.2075912689656,0.8921060134320402,0.18688227860965453,222
-103.51798944228338,-59.73,-751.1533255059763,-3124.4567660028006,-5505.829964588503,0.5807621307289038,0.25136328809427094,223
-117.16748621839348,1.12,-2910.2251253565605,-5670.598506630791,124.60857249823408,0.09666027201574212,0.14738251344919978,224
-102.7444668439714,-14.72,-1360.1881680510708,-6013.864742795899,-1619.859254024959,0.18701395795036313,0.15614795919332197,225
-122.48674122027275,14.5,-3314.9769351095483,-5206.129674472458,1596.1725258470642,0.11599654108759139,0.20119498943963945,226
-105.34263820656909,-51.14,-1058.3101626012772,-3857.2501410620016,-4964.093668436569,0.8115916608935847,0.07298640552200797,227
-123.94942432245966,44.97,-2518.7509536756334,-3741.3213589530633,4505.444830690937,0.5749205224809871,0.1392986673418232,228
