lambda,phi,x,y,z,r_mean,r_std
-106.88897385607018,23.53,-1698.0565923447068,-5592.831640577766,2545.0860593203724,0.7064672182623465,0.2659823102614785
-98.62305874600032,-41.78,-712.766578597337,-4700.1550115096,-4247.485335138409,0.010163827402331682,0.2500992523129585
-111.83552291485947,-26.17,-2128.072421188117,-5311.008689821133,-2811.604429293525,0.27377235889229057,0.09567736386289898
-111.17290990775818,8.41,-2277.7865023526033,-5880.729646693526,932.3800041829203,0.25387606885491165,0.14955813069638477
-109.11116710992849,-36.8,-1671.2770453208273,-4823.319621644018,-3818.7754405368596,0.5964528295088015,0.21508308545193824
-107.55547251592382,6.95,-1908.7559228801797,-6033.425692045868,771.3949996147696,0.9377157080866858,0.1697662454049846
-126.24136399890237,56.04,-2105.317849088709,-2872.1990022036593,5287.601975002354,0.8455436710483092,0.012126236002701284
-109.31534650822384,-37.23,-1678.9276802558313,-4790.151421468986,-3856.977599606904,0.012362917206263146,0.18066547267774455
-110.41734368001829,47.17,-1511.9013568317387,-4061.616633530497,4675.259309325927,0.2335628259673771,0.21651250405893638
-98.21573082082986,-35.81,-738.7794774871236,-5116.822604496709,-3730.007549289326,0.9897394414128314,0.25976427353014514
-108.46863600109762,-56.04,-1128.1251475577292,-3377.7542843432316,-5287.601975002354,0.6202287839942578,0.1312537563366695
-109.65742715066523,-39.43,-1656.4312548444748,-4637.086847764222,-4048.985806873918,0.005245558903197001,0.16660805817631372
-111.29674752013969,10.36,-2277.64222607191,-5842.830223676432,1146.431797931044,0.5148955172335792,0.22007415003129516
-112.40126319067022,-4.7,-2421.284279601562,-5874.10840596328,-522.3579925165109,0.7347195964670854,0.047684229625073994
-125.6887108236737,37.65,-2944.5875002867906,-4099.531398401007,3894.081633283908,0.6658944290974431,0.07377503180586348
-108.84524885510561,-36.55,-1654.2398912506271,-4846.747600251854,-3796.4658673097542,0.7207281234662414,0.27836303282145375
-113.29566782216033,5.59,-2509.1702764845404,-5827.4410201481915,620.9836393180584,0.9526724812902416,0.18378956603075605
-120.15736336580741,18.36,-3039.6239004082086,-5231.547635865143,2008.039062802568,0.2355857280361443,0.09905292995415728
-113.18726807125395,-30.13,-2170.9377390340464,-5068.2873813268425,-3200.018336435096,0.4653212570551536,0.1899173767946295
-119.31336588782638,42.1,-2315.7881759135075,-4124.431253294147,4273.969695862344,0.2089434652503589,0.22664861106888118
-98.46658449942623,-25.37,-848.0881540041877,-5697.418293995876,-2731.4458197589956,0.8629881010716531,0.10121406261445835
-120.79715467364876,44.39,-2332.438319493125,-3913.143499508917,4459.558771673627,0.11088028663970828,0.23871884391618148
-112.37763269807084,0.1,-2427.0188572677102,-5894.919903456652,11.12646833260172,0.017785909456594196,0.17914505271140543
-112.75607418948113,56.01,-1378.5601051682543,-3286.5156814738057,5285.736629067443,0.5427630903913715,0.08292828487925706
-101.78080169692333,-50.64,-825.4446623236323,-3957.8052746656854,-4929.000255352997,0.04623781192838505,0.246722605289207
-109.26982359336438,-11.06,-2064.784733801259,-5906.069595683765,-1222.9599069475137,0.8017248037584669,0.027850101967625007
-106.60478185804091,32.24,-1540.8939357703066,-5167.250721580108,3400.851490294179,0.3398079287022382,0.10793742344336078
-101.45599228084983,-17.15,-1209.8729933549535,-5970.183861475397,-1879.8236619771142,0.8212188303799,0.21619937630148098
-102.85017955138865,-54.5,-823.3297085311146,-3609.265029397589,-5189.986429521535,0.6576525855002344,0.055954082466795486
-121.78512443014301,13.47,-3265.566351821685,-5269.873871422353,1484.9682761426225,0.921284125908485,0.20446210686034855
-91.68337060495593,-56.24,-104.07039456851878,-3541.1563912617084,-5300.000543924567,0.27453525940126033,0.25938952823038774
-116.53001732722434,20.36,-2669.6024070022736,-5347.376530755837,2217.974803023996,0.998383429713015,0.29330558854325167
-124.4514986650341,46.91,-2463.6928159679696,-3591.2040308672945,4655.544685343522,0.6715082803894099,0.23796067348623934
-110.63696015360053,29.36,-1958.2471160221708,-5199.645180926649,3125.6332518478757,0.010977002517927548,0.11472406804506709
-102.2798724199235,-11.4,-1329.1306144900168,-6106.248572744038,-1260.0655449169292,0.414859479529178,0.06564964358546767
-100.62175302863795,-40.88,-888.4483479408426,-4737.433592926319,-4172.290436397544,0.28543696107595207,0.2585094547217488
-99.1060001530933,-54.07,-592.0288040483712,-3693.682382167098,-5162.057473028119,0.9477333484311724,0.15976516066341465
-112.46642857512889,45.35,-1712.0670863805697,-4140.155252758931,4535.25807146462,0.20440410199979508,0.10176396440969664
-112.2852102697156,4.68,-2409.4502802202746,-5879.169037611343,520.1401487470043,0.016169132769431993,0.2602822622437689
-119.39166955799102,45.72,-2184.352856457052,-3877.9200231470054,4564.095079264174,0.0156874764053061,0.11460924295695704
-114.40146479677367,-10.2,-2592.065306690481,-5713.787961847073,-1128.9152195373435,0.42977993179383844,0.2434672366826731
-112.77003228552303,-37.09,-1968.16863616848,-4688.9518257723585,-3844.563433627904,0.5029850570310024,0.07348304021253742
-97.69663411217363,-42.1,-633.4921489011634,-4687.4828784893625,-4273.969695862344,0.34448759579817634,0.06473625722089156
-117.56137187114585,19.12,-2786.9812666258063,-5339.768607299854,2088.1167687588254,0.8802747298854168,0.2158029603357879
-96.51528586811908,-45.0,-511.4929785749029,-4478.692603078333,-4507.80573006424,0.34059794954320777,0.026836632627089362
-121.2383446244803,40.2,-2525.163728333241,-4163.250376042102,4114.792759240186,0.8211852493170492,0.12536226283748653
-107.6577610643356,-4.89,-1926.6945874437372,-6052.533601851857,-543.4242957111735,0.577824653493161,0.18972796919879598
-106.23210348334443,30.41,-1536.8403774425958,-5278.797451405972,3226.924870723196,0.7665305339309992,0.2846738726155127
-117.51676641974056,-2.06,-2943.3985587553193,-5650.178533325156,-229.1559858888653,0.4553646100719936,0.17246421745119053
-92.95101511657242,-48.03,-219.48011249927637,-4257.573052711098,-4739.781132188026,0.8814553978273567,0.23406857094303934
-99.77842022288375,-9.48,-1067.9329157766203,-6196.586046223371,-1049.9836470872533,0.3148373872499425,0.2885735681021726
-119.25103087142026,5.11,-3102.6797909362294,-5539.999605325214,567.8093763864625,0.27759302259169694,0.20075318549905946
-96.28726255757526,-42.38,-515.7150799167234,-4680.829010768359,-4297.034178162398,0.02403295073962808,0.18651734050045318
-102.18686564523533,-35.52,-1095.3370669590959,-5071.763092877669,-3703.792764109431,0.8417449602617376,0.0632047325077711
-99.75092770462332,-6.46,-1072.849386855884,-6243.0100131100935,-717.2483317025341,0.06111140749011357,0.16090762150888197
-112.8985052762681,-1.88,-2479.17678974011,-5869.460608194537,-209.1401780302851,0.7201380948750675,0.20502569750745106
-101.83765317004824,-45.1,-923.1127118816728,-4404.230272542133,-4515.666465493872,0.7877470811229368,0.16495686584512148
-115.06858481597372,-6.53,-2683.582019203199,-5737.020705782012,-724.986874114108,0.8681139813922693,0.24227917430216067
-111.43029925922168,-6.18,-2315.6919164314127,-5899.7636230029375,-686.2835717583972,0.7757828113107695,0.1757210144430425
-112.32951803427574,-0.74,-2421.8693690534433,-5896.473092834172,-82.3336184270668,0.9854418150476743,0.008272417013275645
-98.31142935613671,-34.53,-759.1828859308139,-5196.752117154938,-3613.590150882558,0.041768528668413074,0.027510633512515613
-104.02426681024448,-42.0,-1148.0634720336695,-4596.336998407046,-4265.707615537721,0.12437428859237776,0.24241802304979698
-123.6079855113421,22.22,-3266.5716745507902,-4915.099284710819,2410.795204171777,0.9503658856319279,0.02212623598953678
-104.31572846226508,13.36,-1533.6553294393564,-6009.876158221049,1473.0630988957885,0.5638226242569733,0.15978687848526785
-102.59908646748711,-34.6,-1144.6237745746334,-5121.135944469509,-3620.003874713521,0.8422239445799548,0.0049632646829609215
-95.04164356197406,-48.31,-372.61134596064653,-4223.608468131656,-4760.5585063927065,0.04575539778955118,0.09426473143275846
-117.75560718205554,-2.18,-2966.695995116411,-5637.422664215489,-242.49861350074642,0.634448211522015,0.22567420084557538
-112.0079051854482,43.26,-1739.7433934992032,-4304.306082669797,4368.851916861872,0.8925745223838033,0.28383496076884457
-115.65116869266589,57.4,-1486.834920470738,-3096.1648898575622,5370.634030920566,0.5092150367469142,0.0799996192421825
-119.78574500330119,50.11,-2030.9395226431238,-3548.2670541913762,4891.391475593236,0.48377430339541216,0.021472620856108203
-98.27623089996675,-31.1,-785.7566928720272,-5401.8534964527225,-3292.8999715248424,0.1490522960166195,0.18297350065443588
-113.89400141928321,21.29,-2405.946386233078,-5430.86158755103,2314.6899151797184,0.04632365413111916,0.06622162355560406
-111.02921720267754,38.22,-1797.256115546652,-4674.8855094052105,3944.102043441999,0.9061360156053461,0.0008740802637735911
-110.81955190253616,56.37,-1254.8849323857428,-3300.1150711581968,5308.024992743134,0.5528138519786574,0.1927454359120536
-120.20437864583403,43.24,-2336.395366157952,-4013.623601602776,4367.231076741052,0.1542458440446054,0.20417910773464776
-105.34787683086645,-1.6,-1686.670442102044,-6145.248868895055,-178.0004468627516,0.7723474261473988,0.05069368804350847
-121.71286029501081,25.14,-3033.65764294495,-4909.445195768006,2708.3009757322293,0.3064502931910782,0.2154248242045768
-114.3850189047813,51.07,-1653.8852868178515,-3648.505339383893,4959.203287478207,0.09861779893736689,0.28195376757162854
-98.89623089996674,-31.1,-844.163228609603,-5393.034694955624,-3292.8999715248424,0.17150825938188508,0.2683533403801735
-110.82621830023282,-22.82,-2089.127178242034,-5492.094200043204,-2472.4631303585247,0.5918464086051626,0.13407138365689847
-101.23159867671711,-2.94,-1240.0583366329972,-6244.6751556259505,-326.9748040063806,0.1646336728916269,0.2488040296486954
-112.35396991994845,41.99,-1802.1029916424,-4382.218899938656,4264.880692414963,0.24884267670835458,0.21861054021971466
-123.04146322439715,22.58,-3209.491303877071,-4934.361972514548,2447.8281178505567,0.8083683036235692,0.044504500504172324
-106.86438021821054,10.46,-1818.6999637787321,-5999.453162945824,1157.375128197673,0.964771298432452,0.003932571755996394
-123.94157741855146,58.65,-1851.8629310961117,-2751.547548076366,5444.282760392507,0.4619195237390782,0.017823680763031636
-105.12326980708465,10.0,-1637.947833948573,-6060.716715172953,1107.0071326266811,0.07681098505673079,0.024408412377375576
-117.90508584475305,54.7,-1724.0686495599498,-3255.500236733821,5202.877136761022,0.6723863789583409,0.012866747041104265
-98.00311938610511,-34.01,-735.7440803570017,-5233.023895835353,-3565.7771318235536,0.8638036664796644,0.1188016915180763
-111.17669790739232,27.09,-2050.289039846546,-5292.343749476136,2903.1082464258893,0.8395647660137106,0.25117642785612776
-105.38706725133876,-41.02,-1276.2286420859987,-4637.407139071598,-4184.055506277027,0.9521227700417624,0.17847030209709253
-114.11190423580575,-13.26,-2534.882663256751,-5663.643900580512,-1462.2354977696025,0.5398443483041516,0.1983544898745783
-112.87605134857807,23.4,-2274.3890007555565,-5390.517441459929,2531.817802796726,0.2681464603343977,0.0662262087959365
-111.09173019809579,53.49,-1364.917398142728,-3538.7868179897687,5123.925580360154,0.612376228652693,0.007773277437117809
-118.46271932901215,38.41,-2380.7202563473206,-4391.553096547618,3960.689013444576,0.3724183250930042,0.29370651204429987
-120.22062135934642,20.25,-3010.4073483337515,-5168.118317623449,2206.496238869018,0.8925588334852533,0.20393540350102826
-110.44677429198403,-38.98,-1731.2118103192429,-4643.48187436663,-4010.1878696938547,0.566512819817061,0.10345560778338268
-118.0010190578746,-3.0,-2988.8795485974742,-5621.023683098247,-333.64172104876695,0.3848415125283158,0.08555571285552345
-110.72248779595044,31.83,-1916.5164401269865,-5065.899513553878,3362.179628350866,0.4095984430105857,0.07183315810225359
-101.62044652508732,-23.59,-1176.7912507122228,-5722.511518401496,-2551.2054550759653,0.1712273489892523,0.11790402553204524
-120.26970704064526,2.04,-3211.416419305198,-5502.356894718542,226.93211531272289,0.587527223490716,0.2714624732601948
-113.96538037648428,19.88,-2435.114696875323,-5478.263151296032,2167.8270821755723,0.3942740968894488,0.26417068203728983
-95.27739013765175,-30.98,-502.71188214351935,-5442.419087365708,-3281.460077622328,0.9367465411131749,0.020640646478820333
-109.7297393261683,-35.05,-1761.8169809514548,-4912.528091987843,-3661.10552580247,0.26638360065983424,0.20756652484341218
-109.10436761847663,18.74,-1975.8614655564763,-5704.541068880752,2048.122960757451,0.9311118460414318,0.2502429232386692
-115.80969208234657,59.49,-1409.1251788192865,-2913.6575181150683,5492.32110291715,0.9674963530413304,0.09349599159901929
-112.12160891788625,37.95,-1893.0327362700807,-4656.938128061503,3920.45652071501,0.6419872270490001,0.2507804108534303
-105.3613254031515,-29.71,-1466.7738684204862,-5339.163003664084,-3159.5154437387264,0.3780003954807726,0.09664943694033928
-124.6781312048312,37.59,-2874.1445338172834,-4154.178716863958,3888.793821621655,0.36032594798289985,0.0031062195322196008
-108.69288155317645,-36.45,-1643.466174948644,-4857.398761489706,-3787.521776000496,0.1619786627377069,0.16254572582230165
-102.16137895720107,-1.41,-1342.5885138532506,-6230.0460420479185,-156.8674486067584,0.7646270097815572,0.14372005777120947
-117.70650968721104,7.92,-2935.7368887218017,-5590.211475469839,878.4131031145675,0.7714500281532841,0.05254872560678035
-123.01315246817728,39.49,-2680.470046066039,-4125.488312440635,4054.1400464288904,0.009469128399728577,0.25650701626870054
-113.516997166614,20.91,-2376.2331203001677,-5460.531586799293,2275.2441511969046,0.8987401857935147,0.24185684521639142
-113.23071271259771,23.71,-2302.275669643542,-5363.669303803175,2563.435846750789,0.905733586702744,0.034778986504122145
-125.55719168666224,35.94,-3001.43569859251,-4198.985607012821,3741.7280258342757,0.5286859310607172,0.08939484480969544
-115.23213971016963,38.35,-2131.2205431406605,-4522.487594974737,3955.4557196099227,0.04595216865293128,0.2593821114170999
-101.9178469039082,-13.68,-1279.1480013191385,-6060.635533774716,-1507.6811060262448,0.7147468859914796,0.22908521291464867
-112.36801858305338,-31.26,-2073.8250283902435,-5039.458911118846,-3308.130685865819,0.07114506188159175,0.11717872683571962
-112.80323830774988,30.7,-2124.4748544418285,-5053.12648143732,3254.711101686487,0.9903363699922011,0.2800542360377746
-123.34898488342756,48.03,-2343.65412685114,-3561.2336560029325,4739.781132188026,0.4357148399643014,0.24971766201241452
-106.53700976634792,12.63,-1770.6381144348452,-5963.426132057036,1393.9205268629516,0.05823345852136319,0.06525131117994716
-105.62505119030433,13.98,-1666.1895530911045,-5957.562551189311,1540.092796501814,0.23720627756707136,0.11871764270311365
-109.92939675406619,-16.28,-2085.86473188272,-5752.9136757677,-1787.1143106843513,0.24618459554057315,0.1439611032269529
-125.20007166746217,32.27,-3107.1642362142406,-4404.674391579343,3403.6743253954714,0.42237241867987285,0.10276672401095137
-102.0603244586895,-22.74,-1228.4630578424212,-5749.6908272142955,-2464.256258379846,0.4896227583332815,0.2704232225666444
-112.37733895252785,18.53,-2301.1707022038418,-5589.332150594618,2025.9823566971204,0.35590019704480846,0.29163893558553056
-112.4821696371279,50.43,-1552.9118493549888,-3752.3632614055027,4914.148933700232,0.3261858992372698,0.014337695501683944
-99.02444400306835,-47.33,-677.7448831025358,-4267.329050861714,-4687.34355953348,0.3502469328991823,0.12682277195497504
-111.23799811107601,13.94,-2241.2856454752923,-5767.032419457059,1535.7736579058972,0.74333868137422,0.27800710784626487
-122.94782013206385,35.66,-2817.0704750259433,-4346.569166511665,3716.4600656360085,0.8332760328978042,0.29088962793249934
-121.62983462072178,13.44,-3251.6786512651756,-5279.36653492083,1481.721950591373,0.7345100858393531,0.22527883575382748
-113.03896834239148,11.28,-2446.7074750373754,-5753.199308696606,1246.9744367905573,0.08272639358298461,0.01970159694088732
-109.48219010910528,5.23,-2117.2990987098183,-5984.979898524857,581.106823962679,0.7920629006263004,0.21480155524152322
-96.99809890894728,-52.3,-474.97740376911827,-3869.441928073638,-5044.050022667749,0.5836481809366818,0.27296608162553293
-106.39785320377516,-17.82,-1713.352876617613,-5822.279090561788,-1950.926218951692,0.819485114820254,0.02439939002052025
-118.62978422178614,46.56,-2100.305635562093,-3847.472894934966,4628.854454394398,0.7386102560424086,0.03182028986665174
-114.52108363928156,49.8,-1707.7544608657795,-3743.6738844200213,4869.199682545844,0.24999226573802247,0.01349065658726044
-118.23807056472643,29.82,-2616.8685740311403,-4872.662233894011,3170.1398424409062,0.6821331093659987,0.2849424029532739
-110.87667349411275,27.26,-2019.46970062502,-5294.935770554389,2919.935327016866,0.45621242551228025,0.08553904355850776
-116.45765632516215,16.32,-2725.85070798564,-5477.344163077912,1791.3860100409754,0.8517436507663123,0.026832854037409915
-113.72265947509563,14.25,-2485.8111760240695,-5656.756460799128,1569.2272430598305,0.35001024319155305,0.12742611544926843
-120.4243061921836,27.36,-2867.1687279809075,-4882.224268742541,2929.821611461985,0.2820694258429065,0.15823175249912988
-95.69535202190254,-24.98,-573.4678315042974,-5750.126638914773,-2692.1744524960577,0.24028078932936403,0.17342873687651125
-99.86184438188923,-37.42,-867.1624629118019,-4988.227795556809,-3873.788549024223,0.708053101127608,0.17081747299869374
-99.9491888480958,-6.64,-1094.0509550905576,-6237.010051949582,-737.1452499645627,0.3280655861607713,0.1501430818567799
-125.69090644645767,55.13,-2126.3580989109564,-2960.131707494617,5230.377281753275,0.35772456802288277,0.2536995152346137
-109.57934871369532,-32.33,-1805.1678507019924,-5075.288197909808,-3409.317195414554,0.2835321608813389,0.0922404691827616
-124.78071192640944,40.1,-2781.664620020342,-4005.1672443543916,4106.288139728839,0.8505756507017085,0.2058653011533296
-104.76753425876434,17.17,-1552.5538840924137,-5889.691504898508,1881.9498968133837,0.36067910026710404,0.23513817958331806
-112.4387328680276,-40.33,-1854.9822674670365,-4491.902984057481,-4125.830021849948,0.47283371397238494,0.09007400727716937
-115.89258150776651,-13.88,-2702.5806701196434,-5567.579722643289,-1529.2935471997941,0.15846367635338554,0.19853192377519652
-111.7156371090138,9.9,-2323.6286419086227,-5834.3854590601095,1096.048014281236,0.7342875355520936,0.004984996143502196
-125.82914947651754,50.98,-2349.4692554326157,-3254.1286801581386,4952.904779091676,0.48152549846572335,0.24670114601719287
-109.4291266356145,18.37,-2012.5212109626464,-5705.604305362137,2009.0950415693371,0.20424275674846137,0.17549205434523743
-108.553484012922,-3.78,-2024.0468373484484,-6030.524665996055,-420.27568694003384,0.8097958347006232,0.14201992975947522
-104.79317924002162,-9.85,-1603.738531289621,-6072.833844539374,-1090.567200989529,0.56652084668845,0.22220619910905468
-114.64365490587892,-4.97,-2648.2113367696857,-5772.570888433536,-552.292543688729,0.6091507915921252,0.11305189508338911
-115.92385651198236,-10.47,-2740.5959355596847,-5638.0588745949335,-1158.4692678681804,0.11750261866683331,0.051678765897717804
-114.58322728039248,6.2,-2636.580921233905,-5763.249036057929,688.4958926258957,0.4680551974809509,0.08192301974377
-111.03694125399967,41.78,-1706.5038075441373,-4437.0415912656845,4247.485335138409,0.967560291117422,0.2279956613054047
-108.61612143330284,-38.53,-1591.9953735821377,-4726.119175080267,-3971.1425652363178,0.5628271485083455,0.20356772275452042
-112.98264687536172,22.53,-2299.160450444711,-5421.046929976473,2442.6904032446546,0.9069726244166347,0.14026967906263663
-122.96833911080161,27.95,-3064.47028264606,-4724.58399819392,2987.9680270694207,0.846715734121119,0.011394978349440898
-99.65527956825213,-40.86,-808.6582501596449,-4753.180875927198,-4170.607676966115,0.06951433094551107,0.15279863107906638
-112.64095133171462,9.76,-2418.5693237267665,-5798.554621572447,1080.6996469735077,0.521408000113772,0.2554377671217401
-113.58456449708963,-15.4,-2459.0711032553404,-5632.727167166314,-1692.920248978406,0.6380183576000069,0.1207486093331572
-108.65688691376185,29.87,-1768.4496358386505,-5237.633675625539,3174.9652542123117,0.17147556082962756,0.05998951491902473
-95.18778704999168,-37.84,-455.22182636095374,-5013.886293127092,-3910.7981702456673,0.9475255706114218,0.20094125649534997
-97.66423609709796,-37.69,-672.803529101276,-4999.663970149325,-3897.604469006514,0.28182896772559585,0.14865892775858305
-115.89568672176118,-6.83,-2764.421404142758,-5694.192090421707,-758.1396557998105,0.2455967597243197,0.02940528180834948
-124.57660576795277,40.02,-2770.630378420813,-4019.767835262697,4099.475436779589,0.16232473634935485,0.1520625024179898
-118.41816821784467,29.14,-2649.891418158874,-4897.159420765289,3104.2760959002558,0.2482503080655929,0.2557615102451365
