lambda,phi,x,y,z,r_mean,r_std,id
-117.9093526549975,12.7,-2910.967950489568,-5495.692270722939,1401.5195527493393,0.6254423742156887,0.2015241916338963,33
-102.55191683553966,-21.54,-1288.6843636911308,-5788.054629248009,-2340.5856573983106,0.9414566956119499,0.19131211380740465,34
-126.78523862429735,49.54,-2477.214906622527,-3313.140730900054,4850.477275862469,0.49006944024427423,0.1087792097169206,35
-101.72987950597872,-31.93,-1099.9291838295637,-5297.44345614173,-3371.6277403564563,0.40979183499125194,0.13939930783760587,36
-111.71906205420755,-34.43,-1945.8321393668707,-4884.928940913278,-3604.418334160843,0.8175329039683155,0.21203454254274468,37
-113.4747566585731,48.8,-1672.708506072244,-3851.605843484881,4796.645044210243,0.6651633454007638,0.04796938461737619,38
-105.87451094304008,-43.7,-1260.6828647876378,-4433.145757715513,-4404.375370614973,0.7165696874087648,0.259507147679522,39
-110.01940462630967,-53.2,-1307.3133740114058,-3588.032553834817,-5104.662489798176,0.5739862902311743,0.13061389412902366,40
-98.72213812743222,-55.85,-542.6807006004681,-3537.292821287195,-5275.76365597113,0.1304576179994461,0.19676366766383377,41
-116.10459521023616,-19.71,-2640.726974626048,-5389.300330971099,-2150.029764463075,0.37924528302979954,0.042004385134201225,42
-109.00891242977715,32.15,-1758.0296645963106,-5103.110063057843,3392.3773939108196,0.035048812370123805,0.2032116492024271,43
-109.71884863455846,-37.04,-1716.9261844611501,-4790.222889105344,-3840.1242362458715,0.07716554333683301,0.06987322827752733,44
-110.42259174893563,27.01,-1981.8700754558563,-5322.663273730209,2895.1807678444216,0.22991304146074387,0.09203686641056359,45
-129.85756891321304,57.89,-2171.6958580974947,-2601.231297899216,5399.810907314417,0.26651554529480836,0.18867253728149458,46
-116.81340447321637,0.87,-2875.3439774961153,-5688.906083646704,96.79660388839075,0.2882180326142473,0.22436600048213806,47
-114.0352653961417,0.2,-2596.514354493944,-5822.219766998246,22.252902772051296,0.6253873330580965,0.2897975400762683,48
-108.14523704155995,-44.66,-1412.1573628666742,-4308.977227197343,-4480.97666117512,0.8429663590800427,0.22217979504598534,49
-125.52460466521704,37.57,-2935.9900076886097,-4112.369554967799,3887.03026977236,0.7429629411004929,0.2578094552584447,50
-116.66534414965908,11.94,-2799.0657312205994,-5573.718883827165,1318.9063031068415,0.11095974175871626,0.2475750331101972,51
-120.50132225839847,35.85,-2622.6933567441533,-4452.214829092397,3733.615897772539,0.9759648619214906,0.07477322811695443,52
-107.44986847862133,-56.43,-1057.0731596425933,-3362.864651362071,-5311.71937057886,0.5587060545441223,0.27536892821178327,53
-123.38063317289206,28.36,-3086.5449604787646,-4684.4358006953735,3028.1886394520798,0.8896626688538032,0.11478831939360828,54
-108.14110016995676,-40.43,-1510.9100164731615,-4611.430547258576,-4134.305773637401,0.42706153876776465,0.20715850765964114,55
-107.07651677326625,-12.61,-1826.854214074702,-5946.954129495377,-1391.7489939624131,0.9279357108115535,0.04853602365857599,56
-122.12392187957758,25.94,-3048.3947839101456,-4855.053513009545,2788.61428441495,0.9025553991000732,0.05150271906564,57
-99.77427940997838,-50.28,-691.6069387993169,-4014.7214714833267,-4903.500417927522,0.45188964350549987,0.18379639006984658,58
-120.58934556894229,33.23,-2713.6321943386665,-4590.449452428879,3493.5081420463475,0.9642064716021702,0.08864025187776564,59
-112.44292959354732,-20.4,-2281.0998324169873,-5522.61461142689,-2222.1468016765716,0.29968040097909554,0.07282595627082086,60
-117.11215782358225,42.32,-2148.16973511748,-4195.696112030368,4292.100409428763,0.12326738034110318,0.21750769434992473,61
-97.14848952142025,-55.02,-454.7987400520665,-3626.3184345300647,-5223.370340827317,0.1091224616869958,0.11359804340196678,62
-97.26485194276567,-29.69,-700.3236733765356,-5493.61853593252,-3157.582482559565,0.40331998479434594,0.23112712293589843,63
-126.70910064995842,51.32,-2381.556508594033,-3194.0442607144064,4976.634892873975,0.7830801350608113,0.06889719257210468,64
-128.99703812092966,57.49,-2156.0545687195113,-2662.787098018266,5376.022560158317,0.7257866555512865,0.20943279491579322,65
-123.26524492416432,45.4,-2455.280188620151,-3742.752440076235,4539.166043192603,0.8222027850558326,0.13578650601716521,66
-109.81456449708963,-15.4,-2083.389809900067,-5782.225603571989,-1692.920248978406,0.2003264323980367,0.16368264640636393,67
-111.13339108729419,25.54,-2073.851700034193,-5365.2005178046475,2748.5246096795327,0.587053294856032,0.14751100741516418,68
-127.60939990918011,45.14,-2744.2715938754045,-3562.300174609904,4518.806909464355,0.848780422397045,0.11623127968220388,69
-106.41557568272077,18.52,-1708.2900402593075,-5798.45145888399,2024.9273609976692,0.9173399816030043,0.1103426339884802,70
-118.59828477056378,16.04,-2932.695452541531,-5379.327121455473,1761.4658960694644,0.6694170188172749,0.2761970860688209,71
-110.13288549447863,8.58,-2169.7092429244985,-5918.48117364309,951.0874819911717,0.49793125247222036,0.12873397325029812,72
-111.00083083769333,-22.17,-2115.771546465393,-5511.534434790531,-2405.644183433131,0.4240871235226944,0.2765716151043787,73
-106.10945345286878,-53.54,-1051.1840007088729,-3639.658407818911,-5127.233549493021,0.33685316599320825,0.1419627963359238,74
-97.77542526174122,-25.49,-778.524465378071,-5701.553365661941,-2743.503941188492,0.9428818909493633,0.08089409714865332,75
-118.48820601704641,4.3,-3032.174540921798,-5587.313191743408,477.9893835178391,0.9714297263571836,0.12280573864694223,76
-115.57855410282721,-2.22,-2750.3287338920704,-5745.89719424785,-246.94592254646503,0.45373599786444196,0.053889572053689536,77
-95.4646873496757,-32.64,-511.22908437674545,-5343.836682850069,-3438.412326977857,0.983730484786939,0.1284779892512168,78
-112.12226256275571,21.11,-2239.6135740342975,-5509.3610265092075,2296.0176651286324,0.7496551058569462,0.007603820324121646,79
-114.22997558672044,0.17,-2616.289593339506,-5813.372170039526,18.914978015636883,0.3970789471495523,0.2891333235916835,80
-119.42328634812074,46.75,-2145.834465911359,-3804.6263343316664,4643.364933000302,0.3446675974361396,0.11289135142993661,81
-109.45350291252286,-16.2,-2038.8391693448452,-5772.387256605613,-1778.5683010000862,0.20628545165924517,0.20146957270646376,82
-127.9384903179694,55.57,-2216.051015169825,-2842.7010792201872,5258.212003368177,0.5963252479698121,0.1865955015451605,83
-119.03971649562614,59.32,-1578.959211530972,-2843.8669528377495,5482.6940059498875,0.04963971533595979,0.02863795856052411,84
-126.29623956875936,42.57,-2779.1811077981697,-3783.917098906614,4312.626665810512,0.2033311056886642,0.0018365522101567722,85
-113.79729248453351,-30.3,-2220.9345026658107,-5036.177133079339,-3216.3636018207476,0.01163001423187604,0.20521834265199207,86
-107.23077413889072,15.09,-1823.2935133921933,-5878.929684901231,1659.641986697453,0.5500502126223398,0.08909410276795109,87
-100.84162938986363,-7.25,-1189.518496574559,-6211.152940068998,-804.5184282409147,0.9795364295582825,0.06396105625799818,88
-121.46380532685848,39.04,-2584.4859184080015,-4223.484220032244,4015.3752727098104,0.748520139880504,0.06691052727077469,89
-121.97543550291037,15.4,-3254.706205465675,-5213.591233181031,1692.920248978406,0.7520636567635968,0.21592366203819868,90
-95.86349267135374,-57.09,-353.8442165109191,-3445.5497258277824,-5351.972193247071,0.644663278313588,0.00890405459894551,91
-105.55322806658073,-10.19,-1682.3884766113151,-6044.68491704316,-1127.820139666067,0.42259360409936964,0.1345796499847541,92
-110.798488735232,-38.63,-1768.3488854550942,-4655.581208082847,-3979.8405538734314,0.7439528523670621,0.11327141403775143,93
-105.05327137946117,-22.78,-1526.5489656329332,-5676.043578513214,-2468.3602958935962,0.9792331545708607,0.23282172782136573,94
-117.82985352032264,1.02,-2975.6810970841602,-5636.760450924047,113.48404008732382,0.2878147096585363,0.08472610127445225,95
-128.27992440159653,49.68,-2555.4427782431453,-3238.0837985220205,4860.57100769798,0.937725064039215,0.18565848970920543,96
-113.70874705049891,45.59,-1793.7723956005461,-4084.6331749070196,4553.984784694661,0.12231626419766373,0.2770449751286704,97
-124.71459836535007,41.71,-2710.2425679316343,-3911.957346054757,4241.674191356469,0.28190636121835155,0.14806740833654267,98
-103.13397936456843,-27.71,-1282.4496262199161,-5496.23129908668,-2964.3531272688037,0.8747588788525281,0.1147668681037673,99
-124.17918727571927,26.14,-3215.064686254092,-4734.522532836556,2808.608276222373,0.6067009637207894,0.12927828739640143,100
-101.266231686155,-47.49,-841.5889846028125,-4224.698189885281,-4699.391256894369,0.26770876146964284,0.07309881360293975,101
-96.77188060871445,-29.48,-654.3916666564774,-5510.896126773353,-3137.2632064468253,0.9446347082306138,0.1282167285682098,102
-120.33265238904042,34.78,-2644.330969813782,-4519.315650175302,3636.4714733054475,0.9039058242516548,0.009980523179468482,103
-121.06348874041245,24.86,-2984.6155983433373,-4954.789820722241,2680.0657757959802,0.5777379739492587,0.01215627122026205,104
-97.91783036287211,-50.43,-559.4148083763943,-4022.290433270834,-4914.148933700232,0.8179773164465197,0.12558580808499048,105
-116.56268782967737,59.11,-1463.551528157954,-2927.404925502417,5470.735081007918,0.19271708546899946,0.046073581980625264,106
-105.49936604091967,-11.97,-1666.5346646765272,-6009.588073878577,-1322.1718472754842,0.785540039856379,0.10642986667147594,107
-107.79057489135207,-28.58,-1710.468560367352,-5330.498262723461,-3049.706637546798,0.612727508947406,0.19501235118692375,108
-107.51952433414269,-4.88,-1912.1146525632241,-6057.2548442323305,-542.3156898679788,0.8621862002065883,0.24025497748606953,109
-121.33336667401463,25.71,-2986.914867039943,-4906.173279474792,2765.5792031368983,0.04626318492553361,0.08971100811742588,110
-108.70995983187261,-52.97,-1231.5410822386739,-3636.3498150749865,-5089.29185497968,0.2518650888107712,0.19219493036860966,111
-122.03828398437551,32.43,-2854.4386228521407,-4561.27197265373,3418.7136674271974,0.4587448278119649,0.24646172397305016,112
-124.4619688172127,39.54,-2781.918632927491,-4053.4780913964355,4058.431850153449,0.023852514952340198,0.20989261394048028,113
-112.6528476952769,33.42,-2049.3385462154715,-4910.448624650407,3511.172286810259,0.2366398639503342,0.2623826005629412,114
-114.42951724808748,15.65,-2538.7885394617506,-5589.0728836347025,1719.7215045805926,0.4827565610440371,0.07894282925234987,115
-119.22608284791285,2.7,-3109.182895217425,-5557.285709583044,300.303623273972,0.18698988769918157,0.02679169043483376,116
-109.6290337099867,47.69,-1441.5641787769741,-4041.9001282765394,4714.399333054547,0.8108954746978032,0.00680130131996407,117
-107.16464325060701,-3.66,-1877.54322144194,-6078.638538250323,-406.95205235433144,0.4372938591008493,0.16347723368745115,118
-105.20085682334941,-55.12,-955.8906970194471,-3518.054316847056,-5229.741083367844,0.38033684740027773,0.18377772103863502,119
-98.66019766480126,-50.53,-610.1898448905396,-4006.2196831673195,-4921.229237029627,0.46839626139404544,0.06721877246847772,120
-118.53430697837186,10.97,-2989.595309568714,-5498.296019619105,1213.1305641378656,0.7457998034410124,0.21059162133843698,121
-96.84989131952436,-23.82,-695.5706398102652,-5790.341092432184,-2574.6371624609924,0.5107143964081624,0.26485847419777214,122
-108.55629862612673,-43.86,-1462.8045275244044,-4357.627624896029,-4417.228701006673,0.0031349285615139832,0.29586470825822286,123
-104.99391636589888,13.69,-1602.4611893610054,-5983.007593284288,1508.7621665770437,0.0833163178515498,0.272439935501748,124
-93.01064891737902,-45.48,-234.76525024597876,-4463.714104146509,-4545.411606633713,0.026279575327934346,0.1626482510952013,125
-109.67153960898887,-43.49,-1556.911713936979,-4355.101002524827,-4387.453267308162,0.2144467528843278,0.029566676086394416,126
-93.39244920019956,-53.92,-222.16171035710636,-3747.749579812138,-5152.246331598398,0.09049074399084256,0.2582040933485966,127
-107.52097023131547,-2.66,-1917.1566710436184,-6072.693257587673,-295.8579015712841,0.5882929861774637,0.14445996276503378,128
-105.56343597255115,-19.83,-1609.0212977774454,-5777.097910817611,-2162.5945510255447,0.2563004301987515,0.13782071012206779,129
-102.75125924936803,-49.73,-909.5247578226088,-4019.110697777868,-4864.168882133435,0.561172509615101,0.09368176823146858,130
-107.7341258442458,-28.73,-1702.7782031759332,-5324.557891733869,-3064.3522396035855,0.7516635161608564,0.28698333410133986,131
-124.53343361398636,29.34,-3150.339928829124,-4578.047802043716,3123.693591732008,0.8761938668282765,0.19306869929377965,132
-116.9515530052719,58.82,-1495.9169210362122,-2942.049496114052,5454.099589095582,0.824844563971445,0.17032316035756914,133
-98.79580406066856,-36.32,-785.4362026887183,-5076.067990549077,-3775.8772128909322,0.8957114114188293,0.07567998955823417,134
-127.53867932433893,58.35,-2038.1877359372756,-2652.5083956535927,5426.842080258287,0.32902514687265716,0.2749081288773131,135
-119.75338478742724,29.68,-2748.642743619075,-4808.467988352616,3156.615857677069,0.9742605112079809,0.08683905560460987,136
-94.77912426668885,-59.44,-270.0487675213918,-3230.038310772875,-5489.494619188518,0.5229010869446853,0.24093898629321792,137
-107.57148212399801,10.16,-1894.4039110146944,-5982.247114906094,1124.534694053479,0.34146109681695125,0.04674996945860077,138
-121.46031658644603,14.18,-3225.787241146063,-5272.199354649767,1561.6771880545143,0.6217468029589681,0.1289764351574436,139
-107.92860371557458,-18.95,-1856.0677630236407,-5736.702899025001,-2070.2360511261936,0.5130200032791721,0.1064739976148062,140
-113.20406127319973,45.45,-1762.1031296976398,-4110.489929922821,4543.070558148185,0.7815101627163228,0.1798190706368752,141
-102.51552448723598,-58.95,-712.5524786331512,-3210.000219836744,-5461.574182764692,0.7273792427932101,0.2876906731783986,142
-96.12613954671545,-34.56,-560.2700833266301,-5220.039337772707,-3616.339550683073,0.2379016918195922,0.15961801674534637,143
-112.35165774444536,37.61,-1920.5290768077589,-4670.734425746373,3890.556899633219,0.6204760872906118,0.19467058227945674,144
-99.42116789611674,-53.19,-625.2428583079343,-3768.1457135823885,-5103.995910004787,0.9462841914291596,0.08371346780235385,145
-111.57576547527856,4.91,-2335.684061527016,-5906.562482896848,545.6414577028414,0.4634553981783639,0.07249212770171229,146
-103.64349188516547,-40.7,-1140.0323537240358,-4696.726907223097,-4157.1273244187505,0.42527740360588584,0.0825839186934864,147
-118.73497716427741,30.88,-2630.3790316152117,-4797.5303978343745,3271.9158350871708,0.08383519167237585,0.14827435486552565,148
-106.16133800288542,-37.99,-1398.4660731550578,-4825.703657783911,-3923.9650673120505,0.8672304183429222,0.2435407454373901,149
-97.50435264981705,-50.79,-526.3304825505936,-3995.5313825826975,-4939.567814488921,0.6129309856508991,0.04889058119901609,150
-105.67578437487943,-7.51,-1707.708510820705,-6085.2380193318895,-833.2075912689656,0.9943768436361636,0.143015936579889,151
-111.07740273738567,-39.26,-1775.145527930739,-4605.804881591384,-4034.358034108583,0.023387122092415558,0.0600430340133535,152
-112.46313671332946,-13.65,-2367.0184039261503,-5724.9031638892075,-1504.4376489460226,0.11936858841993436,0.1995160638737179,153
-111.05145535215367,59.5,-1162.2322261153738,-3019.6102010304257,5492.885897814726,0.9982197066415953,0.19033730416777184,154
-100.97111119731416,-15.93,-1166.6603167712879,-6018.145774031799,-1749.7000165097802,0.6440290235272977,0.013834759227509897,155
-103.77363127878763,-21.19,-1415.1781566458926,-5773.0415356251015,-2304.3192515143633,0.911430858845736,0.2733837355219353,156
-108.56017955138866,-54.5,-1178.3426427731447,-3509.440764225079,-5189.986429521535,0.29169842310623606,0.10546246160334197,157
-125.08708694748879,57.15,-1987.7677341713536,-2829.66280144727,5355.596406105755,0.7476448716076937,0.01138556635729747,158
-112.98405497333277,49.59,-1613.6812910929186,-3804.53828668489,4854.085507685819,0.8030755179456065,0.036540446772716124,159
-101.72757205796607,-7.67,-1284.179919065467,-6186.077469318083,-850.8539704697785,0.5901628121640647,0.14484939286801954,160
-97.34870136869283,-19.63,-768.0210698137528,-5955.175269665637,-2141.647997193971,0.05875879701585085,0.2068290888663789,161
-107.39165931682189,4.83,-1898.7328706084675,-6061.956273526307,536.7724135292154,0.372962003083241,0.05959394052889202,162
-119.94157820473973,42.26,-2354.903633574221,-4088.434471685052,4287.1619338807695,0.3742235325778974,0.2288295017131463,163
-120.9038124129137,18.51,-3104.8099392691697,-5186.976107490167,2023.872303615404,0.37546957220408295,0.07008808893134845,164
-120.09173177047231,20.71,-2989.795267972002,-5159.3833354895,2254.4429141332175,0.9884851453251919,0.23037135741544404,165
-109.24934320001663,-44.58,-1496.986489711175,-4286.868859495247,-4474.640972314106,0.11949352241785227,0.2648227491537612,166
-100.68620175919673,-59.57,-598.7244217488192,-3172.8475398479954,-5496.834776094518,0.9400143862240549,0.13742051153340304,167
-92.45355961132546,-53.46,-162.486944305618,-3792.0923820732014,-5121.938925714813,0.14588600843032562,0.1639251598622975,168
-123.58687431402794,38.15,-2773.347988201921,-4176.2996272190985,3937.9801116849208,0.4173198206536449,0.10625006208168387,169
-98.39546857462165,-38.08,-732.6642255427038,-4964.309177304564,-3931.8523019996037,0.8732123040603563,0.027753492180839178,170
-94.8120822148179,-34.98,-438.17796753224314,-5204.958961048953,-3654.7267042236585,0.7528512395760546,0.1385527447848998,171
-102.43009213943954,-12.93,-1337.4141431830726,-6067.711530387095,-1426.4729908488905,0.6310112977868955,0.006428401261745175,172
-111.84749881812739,-7.16,-2353.876245595904,-5870.990410912451,-794.583674255503,0.6813868149746817,0.10929682130762637,173
-110.02951409297356,-45.77,-1523.054282160538,-4177.859873357095,-4567.977400577315,0.01669538271094595,0.17443695824111669,174
-111.4866380534758,2.93,-2332.00943571448,-5924.202047148275,325.8636161077583,0.9354955088876462,0.12837960604503237,175
-113.81429437863795,19.25,-2430.138376818167,-5506.1404160996135,2101.777863550269,0.2920410224696024,0.18319052105297648,176
-117.78251929528521,11.13,-2915.605516791561,-5534.029820633264,1230.6028664018247,0.6341063558632474,0.067711119153146,177
-108.37395022379843,-56.18,-1118.465631536692,-3367.3425323660326,-5296.287747166873,0.3676356566542932,0.05302153793106552,178
-110.34986139256611,-35.9,-1795.7952250118385,-4841.712006992494,-3738.1237741906566,0.5547775619529401,0.16884481799818443,179
-122.18947944888575,40.49,-2582.796321195754,-4103.081583858315,4139.385181330727,0.636252556736263,0.011388004384578898,180
-90.93882500746716,-53.26,-62.482458074651575,-3812.9158402320736,-5108.65870241302,0.523957620727443,0.01872384216611327,181
-123.23805245131383,25.85,-3144.61731249319,-4798.520403727882,2779.6058880667447,0.24545395101516276,0.013073810430597943,182
-103.92370451862631,-21.7,-1425.3022630830521,-5749.178230631334,-2357.1355776206615,0.2387041732374211,0.2638230904272899,183
-108.31911324969234,43.04,-1464.4742993442137,-4423.2110626522635,4350.99344078923,0.2638419429133335,0.26967910621035973,184
-116.08676406117578,47.11,-1907.8993042222496,-3896.7853039115375,4670.718310941833,0.16497892544987602,0.2808563853448051,185
-117.0212379912024,11.86,-2834.466660831757,-5557.860117854969,1310.196420003666,0.04743542090117092,0.13032235176717819,186
-98.15239250139697,-16.66,-866.0682570440285,-6045.676945028043,-1827.6599931325059,0.8204676876121964,0.187147258114994,187
-104.54763348425911,-16.29,-1537.0175930591593,-5922.888308828337,-1788.1823172627608,0.3072650759181442,0.051029835069113995,188
-120.62604504871112,27.54,-2879.638067011807,-4864.154271827512,2947.5944128863225,0.9268249035696915,0.03299110045808995,189
-120.51856355780808,55.06,-1854.0819186047065,-3145.2757688477877,5225.920548286402,0.14375266938255027,0.29197826964742907,190
-102.06393526549975,1.27,-1332.0671897661855,-6232.676617967995,141.29464881391678,0.613448635798562,0.19075867733381147,191
-95.67849582128721,-59.16,-323.36587640312274,-3252.0580712501305,-5473.589116036654,0.952254523864672,0.17139517593620207,192
-115.11431957810578,2.69,-2702.7325691144997,-5765.964419195299,299.1922064853176,0.8578066850575959,0.25755378902793996,193
-120.2147456312157,24.3,-2923.9366885321774,-5020.853563368485,2623.4040361075686,0.2455787067691001,0.05863441946682027,194
-113.09768703830866,12.01,-2446.170674019241,-5735.608472533136,1326.5253421530897,0.9817779670586266,0.2869726417694635,195
-117.64916207625146,42.7,-2174.1409676663343,-4150.071174960877,4323.267895408951,0.6046439051725909,0.2590206279961259,196
-103.48201448865791,-22.22,-1375.8959534312758,-5738.954766233464,-2410.795204171777,0.28028674239503226,0.19697481672412404,197
-114.66428729258274,39.78,-2044.4528513587752,-4452.267150820528,4078.989428313763,0.26611588227097716,0.11831767551551413,198
-110.58756497191085,12.86,-2185.4664825160626,-5818.173106667059,1418.880881066149,0.08344602216506525,0.2755839085765389,199
-106.82053551977383,29.04,-1612.8430032671588,-5335.082310064911,3094.5531489448713,0.7061319337733494,0.13252775666962352,200
-118.24275791440212,-2.82,-3013.0498894793204,-5609.258897187525,-313.63990152920314,0.2640868938098614,0.0745321111655732,201
-118.17141439783802,22.92,-2772.0898350478574,-5176.12494756676,2482.714940060848,0.16403558176346178,0.005950025400066961,202
-110.30991573280393,-23.99,-2021.6042970047451,-5462.201203098072,-2591.929606144025,0.07009537765205764,0.11410815182050847,203
-107.66353205329287,12.27,-1890.1585825652908,-5935.690606025786,1354.8072048420765,0.42813026236674223,0.0695588157014526,204
-101.12339974572592,-27.77,-1088.2306673765063,-5534.792153575052,-2970.261744578299,0.5470217687549007,0.257270380933936,205
-124.91398881954932,29.57,-3173.4749083438,-4546.703526793834,3145.9766441524675,0.5153511917353986,0.008531002729003322,206
-126.45254843605521,39.6,-2918.511422697831,-3950.9809471351564,4063.577934647897,0.9747945706642607,0.09123120368415628,207
-97.67547487448861,-42.22,-630.5640769744992,-4678.835050683578,-4283.867004626089,0.5320145192800014,0.09686888370347783,208
-109.16991730518045,-56.77,-1147.16593801269,-3299.7893037598,-5332.544032772339,0.1832356370786815,0.2668155527228264,209
-94.05595054034592,-37.34,-358.494082426039,-5055.751054997239,-3866.7154359688543,0.2600912565775939,0.027343505241404654,210
-104.84964167305006,-34.37,-1348.5586837833757,-5086.242374207237,-3598.9099720903255,0.526284913210818,0.12786272485565883,211
-102.64030791765342,-59.49,-708.245924120233,-3158.072452211637,-5492.32110291715,0.3422654489549515,0.15618197217212773,212
-100.72172231549143,-36.57,-952.5112357355655,-5030.56847929405,-3798.2532986796236,0.3616217618606229,0.025426896043426895,213
-127.62547015735906,56.12,-2169.571793958693,-2814.657191201608,5292.56914238028,0.7895338992598306,0.019359013933661483,214
-124.06446369921835,50.84,-2254.9170788483675,-3334.952212201407,4943.082814383236,0.4916048845153774,0.21101699319756267,215
-112.58953220638615,-41.8,-1825.527130770398,-4387.806596842555,-4249.144497840259,0.710062835793934,0.27089625421952795,216
-119.34042683929819,5.22,-3110.7799294987226,-5534.191415406552,579.9987998852582,0.3707401746934925,0.036426965145896724,217
-103.60975113971395,-26.94,-1337.2983893003395,-5523.615669895687,-2888.2395934647707,0.21922602440113692,0.22205069867228996,218
-108.25587730050724,-36.83,-1598.4662292038643,-4845.829970060613,-3821.4477119747608,0.2523877241451069,0.11703649437651037,219
-108.3541258442458,-28.73,-1760.294647537314,-5305.820681618252,-3064.3522396035855,0.47179908818387684,0.07235086989284108,220
-99.1671523047231,-33.42,-847.705189287308,-5252.969644343186,-3511.172286810259,0.07835711467925466,0.18810431146854034,221
-119.56024886028605,26.94,-2803.7385472585324,-4943.454987087378,2888.2395934647707,0.8819485092196462,0.1011545574150294,222
-117.75491731036088,6.72,-2948.380851218366,-5602.783258550132,745.9860011281937,0.10154021983217887,0.0032714011731636017,223
-120.2208584060868,39.08,-2490.8511791881037,-4276.129327970313,4018.831095431778,0.4951781258597505,0.16346949513925707,224
-109.65270200178779,18.05,-2038.5118576557477,-5708.186125543175,1975.2735411464664,0.13674219264238519,0.181517031694475,225
-110.26396991994845,41.99,-1641.0877634382077,-4445.025155402322,4264.880692414963,0.6946071489558238,0.05630667797249178,226
-124.02827059845335,57.1,-1937.7542532880084,-2869.7834073768354,5352.576636406884,0.3090070039774666,0.007137410391472098,227
-116.06898015593714,19.39,-2642.6122792979645,-5401.643032211754,2116.4777092759145,0.3673662787065247,0.2735158913108742,228
